year,nation,current_rating,ball_control,dribbling,composure,reaction,crossing,acceleration,stamina,strength,shot_power,sprint_speed,gk,passing,defending
2002,Poland,66.0,42.0,55.0,63.0,50.0,50.0,33.0,75.0,75.0,63.0,70.0,32.0,45.0,67.5
2002,Poland,82,62,48,67,82.0,38,54,57,67,81,74.0,26.0,55.5,85.5
2002,Poland,68,59,57,57,45.0,41,55,55,57,59,64.0,31.5,48.0,36.0
2002,Poland,76.0,72.0,45.0,82.0,52.0,65.0,65.0,42.0,53.0,61.0,80.0,23.0,54.0,72.5
2002,Poland,74,66,35,60,55.0,40,70,45,46,60,70.0,28.0,46.5,73.0
2002,Poland,73,82,67,54,74.0,77,71,66,70,73,75.0,31.5,75.0,55.5
2002,Poland,79.0,84.0,85.0,76.0,67.0,82.0,81.0,80.0,81.0,79.0,81.0,26.0,85.0,55.0
2002,Poland,69,60,50,65,30.0,60,70,60,55,65,60.0,25.0,60.0,70.0
2002,Poland,57,55,35,57,55.0,56,35,47,57,47,55.0,26.5,35.0,34.5
2002,Poland,82.0,81.0,87.0,76.0,71.0,61.0,58.0,89.0,88.0,78.0,87.0,24.5,75.0,76.0
2002,Poland,70.0,67.0,65.0,73.0,68.0,40.0,48.0,65.0,72.0,68.0,73.0,27.5,52.0,31.0
2002,Poland,80.0,82.0,77.0,80.0,80.0,80.0,42.0,84.0,75.0,71.0,86.0,23.0,75.0,42.0
2002,United States,69,76,65,60,47.0,40,49,65,60,70,70.0,25.0,52.0,28.5
2002,United States,82.0,23.0,25.0,52.0,67.0,21.0,22.0,62.0,64.0,50.0,75.0,82.5,27.5,28.5
2002,United States,78.0,29.0,28.0,42.0,42.0,37.0,29.0,62.0,68.0,40.0,41.0,77.5,26.0,23.0
2002,United States,74.0,55.0,44.0,64.0,61.0,34.0,53.0,67.0,65.0,69.0,78.0,30.5,50.0,77.0
2002,United States,87,84,85,93,82.0,51,56,84,85,85,86.0,21.5,63.5,31.5
2002,United States,74.0,69.0,63.0,71.0,88.0,59.0,71.0,63.0,66.0,75.0,75.0,22.5,72.5,74.5
2002,United States,76,71,72,74,73.0,41,71,86,79,70,80.0,25.5,77.0,78.5
2002,United States,71.0,48.0,39.0,82.0,51.0,23.0,35.0,51.0,55.0,72.0,57.0,21.0,29.0,73.5
2002,United States,76.0,71.0,70.0,67.0,75.0,44.0,64.0,67.0,76.0,80.0,75.0,33.0,72.5,78.5
2002,United States,80.0,56.0,54.0,77.0,78.0,48.0,43.0,76.0,76.0,84.0,85.0,31.0,58.0,83.5
2002,United States,75.0,73.0,74.0,77.0,61.0,62.0,57.0,86.0,85.0,75.0,94.0,26.0,73.5,76.5
2002,United States,81.0,83.0,77.0,83.0,78.0,83.0,81.0,80.0,81.0,82.0,84.0,27.5,80.0,80.0
2002,United States,68.0,67.0,66.0,75.0,66.0,72.0,64.0,75.0,76.0,75.0,84.0,23.0,71.5,59.0
2002,United States,75.0,76.0,82.0,79.0,81.0,73.0,75.0,90.0,88.0,80.0,89.0,31.5,76.0,62.5
2002,United States,81.0,81.0,72.0,77.0,84.0,91.0,74.0,68.0,68.0,70.0,86.0,30.5,70.0,82.0
2002,United States,72.0,75.0,77.0,83.0,82.0,80.0,69.0,90.0,87.0,82.0,85.0,24.0,75.5,65.0
2002,United States,78.0,85.0,85.0,79.0,82.0,75.0,80.0,92.0,89.0,80.0,90.0,27.0,82.5,65.5
2002,United States,77.0,83.0,75.0,81.0,72.0,66.0,50.0,82.0,79.0,61.0,80.0,22.0,69.5,39.5
2002,United States,79.0,80.0,85.0,70.0,66.0,84.0,75.0,76.0,75.0,80.0,79.0,23.0,77.0,54.0
2002,United States,71,60,55,50,59.0,56,53,47,64,71,81.0,26.5,65.0,77.0
2002,United States,77.0,73.0,73.0,83.0,82.0,89.0,43.0,72.0,77.0,85.0,81.0,29.5,61.0,44.5
2002,United States,84.0,86.0,83.0,89.0,81.0,78.0,77.0,95.0,90.0,80.0,81.0,29.0,81.0,53.5
2002,Portugal,62,35,35,46,54.0,31,20,65,64,51,76.0,61.0,35.0,29.5
2002,Portugal,82.0,31.0,35.0,60.0,57.0,56.0,27.0,65.0,66.0,50.0,87.0,81.0,35.0,31.5
2002,Portugal,81.0,67.0,64.0,68.0,80.0,68.0,62.0,70.0,71.0,70.0,79.0,30.5,61.5,83.0
2002,Portugal,75,67,56,78,60.0,67,61,63,79,67,73.0,30.5,62.0,81.5
2002,Portugal,84,75,60,70,50.0,30,70,60,59,50,60.0,31.5,67.5,86.5
2002,Portugal,87,75,50,90,75.0,65,68,90,82,72,80.0,32.0,70.0,89.0
2002,Portugal,75,71,65,55,65.0,45,65,67,75,50,80.0,35.0,62.5,80.0
2002,Portugal,73.0,70.0,35.0,66.0,62.0,57.0,56.0,65.0,65.0,50.0,81.0,25.0,50.0,73.5
2002,Portugal,69.0,72.0,55.0,67.0,60.0,44.0,70.0,70.0,65.0,54.0,79.0,31.5,72.5,71.5
2002,Portugal,88,97,98,91,95.0,95,91,87,88,93,81.0,34.0,93.5,64.5
2002,Portugal,89,91,88,85,90.0,95,92,76,84,79,80.0,25.5,92.5,75.0
2002,Portugal,74.0,83.0,65.0,74.0,73.0,77.0,68.0,78.0,77.0,75.0,75.0,29.5,78.5,75.0
2002,Portugal,78.0,80.0,80.0,85.0,70.0,84.0,73.0,67.0,76.0,77.0,87.0,28.0,87.5,70.5
2002,Portugal,62.0,72.0,65.0,48.0,52.0,70.0,54.0,66.0,64.0,55.0,76.0,25.0,65.0,46.5
2002,Portugal,74.0,76.0,71.0,77.0,75.0,74.0,70.0,73.0,74.0,76.0,84.0,29.0,77.5,81.5
2002,Portugal,77.0,74.0,69.0,84.0,72.0,69.0,74.0,75.0,75.0,70.0,85.0,30.0,74.0,85.5
2002,Portugal,75.0,85.0,85.0,67.0,50.0,76.0,62.0,85.0,65.0,65.0,75.0,24.0,70.0,42.0
2002,Portugal,83.0,86.0,76.0,90.0,90.0,72.0,46.0,73.0,79.0,80.0,84.0,28.5,64.0,46.0
2002,Portugal,82.0,72.0,78.0,75.0,85.0,79.0,76.0,87.0,86.0,81.0,74.0,30.0,77.0,36.0
2002,Germany,94.0,25.0,35.0,98.0,50.0,26.0,24.0,61.0,65.0,45.0,87.0,96.0,35.0,29.0
2002,Germany,87.0,43.0,23.0,84.0,74.0,26.0,23.0,64.0,67.0,72.0,85.0,87.5,30.5,32.5
2002,Germany,83.0,26.0,35.0,66.0,75.0,20.0,40.0,35.0,35.0,67.0,49.0,84.5,40.0,34.5
2002,Germany,83.0,50.0,35.0,70.0,75.0,20.0,60.0,60.0,60.0,70.0,80.0,26.5,35.0,91.5
2002,Germany,79,64,37,64,57.0,40,78,76,77,66,79.0,29.0,64.0,80.0
2002,Germany,81.0,80.0,60.0,77.0,79.0,64.0,67.0,70.0,73.0,80.0,93.0,25.5,67.0,86.5
2002,Germany,76.0,79.0,80.0,81.0,68.0,64.0,71.0,73.0,77.0,78.0,89.0,29.5,83.0,72.0
2002,Germany,77.0,81.0,65.0,80.0,76.0,61.0,75.0,45.0,45.0,68.0,79.0,29.0,66.5,80.5
2002,Germany,89.0,71.0,33.0,84.0,85.0,39.0,69.0,78.0,79.0,88.0,86.0,29.5,53.5,92.0
2002,Germany,76.0,78.0,36.0,88.0,80.0,56.0,87.0,53.0,56.0,75.0,91.0,25.5,63.0,89.5
2002,Germany,85.0,91.0,78.0,71.0,80.0,63.0,74.0,75.0,72.0,74.0,81.0,28.0,74.0,83.5
2002,Germany,71.0,73.0,65.0,57.0,55.0,74.0,54.0,70.0,67.0,54.0,63.0,33.5,68.5,41.0
2002,Germany,57,51,51,52,51.0,55,52,63,62,50,79.0,28.5,55.0,56.0
2002,Germany,74.0,75.0,47.0,75.0,50.0,45.0,75.0,65.0,60.0,70.0,85.0,27.0,57.5,85.0
2002,Germany,71.0,77.0,67.0,70.0,42.0,67.0,78.0,58.0,64.0,79.0,72.0,28.5,82.0,50.0
2002,Germany,83.0,89.0,84.0,86.0,75.0,89.0,80.0,83.0,85.0,80.0,74.0,31.5,86.5,60.0
2002,Germany,85.0,88.0,76.0,87.0,70.0,77.0,89.0,76.0,72.0,84.0,95.0,31.5,79.5,81.0
2002,Germany,73.0,74.0,79.0,86.0,73.0,82.0,62.0,78.0,73.0,64.0,81.0,28.5,78.5,36.0
2002,Germany,70.0,59.0,39.0,80.0,62.0,44.0,54.0,49.0,66.0,78.0,78.0,31.0,53.5,46.5
2002,Germany,81.0,79.0,79.0,77.0,75.0,70.0,65.0,81.0,84.0,94.0,92.0,31.0,75.5,48.0
2002,Germany,75.0,76.0,78.0,54.0,44.0,52.0,52.0,81.0,86.0,88.0,74.0,28.0,72.5,54.0
2002,Saudi Arabia,42,46,25,46,66.0,38,41,35,65,58,54.0,28.5,45.0,60.5
2002,Saudi Arabia,79,81,76,74,74.0,65,76,72,63,73,73.0,29.0,76.5,83.0
2002,Saudi Arabia,80,50,35,76,60.0,60,60,35,60,76,86.0,29.0,42.5,83.5
2002,Saudi Arabia,64,55,65,70,65.0,65,60,65,65,65,70.0,20.0,70.0,52.5
2002,Saudi Arabia,59,55,49,57,60.0,65,40,65,58,55,70.0,20.0,53.5,59.5
2002,Saudi Arabia,75,78,68,68,79.0,83,77,74,82,71,80.0,25.0,77.5,69.0
2002,Saudi Arabia,76,75,68,62,48.0,66,64,80,75,86,77.0,29.5,65.5,61.0
2002,Saudi Arabia,73,48,48,66,75.0,41,26,65,64,79,79.0,26.0,39.0,75.5
2002,Saudi Arabia,45,58,65,56,56.0,67,41,65,64,59,68.0,20.0,35.0,47.0
2002,Saudi Arabia,64,61,70,65,60.0,59,68,65,65,68,85.0,27.0,63.5,55.0
2002,Saudi Arabia,72,73,69,69,67.0,61,66,72,58,64,63.0,27.5,59.5,74.0
2002,Saudi Arabia,73,73,61,70,70.0,53,53,94,72,69,70.0,25.0,53.0,76.5
2002,Saudi Arabia,57,59,48,72,64.0,47,48,68,68,48,77.0,25.5,57.5,55.5
2002,Saudi Arabia,59,49,35,60,52.0,58,52,65,65,74,74.0,24.0,35.0,67.5
2002,Saudi Arabia,75,85,70,88,83.0,85,86,75,82,80,84.0,30.5,77.5,73.0
2002,Saudi Arabia,78,74,67,60,50.0,71,78,81,82,64,74.0,26.0,76.0,81.5
2002,Saudi Arabia,62,43,46,56,51.0,53,43,65,48,56,71.0,26.5,43.0,65.5
2002,Saudi Arabia,53,31,23,59,60.0,40,40,66,66,60,82.0,55.5,28.0,26.0
2002,Saudi Arabia,61,62,65,57,44.0,62,66,64,44,60,66.0,20.0,61.5,33.0
2002,Saudi Arabia,75,72,69,85,80.0,76,43,81,78,86,91.0,20.5,52.5,45.5
2002,Saudi Arabia,72,76,75,89,81.0,66,71,76,70,78,83.0,24.5,63.0,66.5
2002,Republic of Ireland,91.0,23.0,34.0,84.0,87.0,22.0,35.0,68.0,62.0,83.0,82.0,91.5,23.0,27.0
2002,Republic of Ireland,79.0,28.0,23.0,55.0,40.0,21.0,32.0,65.0,65.0,40.0,75.0,81.0,29.5,33.5
2002,Republic of Ireland,77.0,74.0,72.0,81.0,60.0,30.0,84.0,81.0,82.0,91.0,90.0,32.0,64.0,83.0
2002,Republic of Ireland,79.0,70.0,40.0,80.0,86.0,54.0,43.0,70.0,87.0,80.0,85.0,34.5,62.5,83.5
2002,Republic of Ireland,76.0,70.0,62.0,70.0,61.0,20.0,38.0,72.0,76.0,72.0,84.0,35.0,45.0,76.0
2002,Republic of Ireland,68.0,72.0,64.0,72.0,68.0,75.0,44.0,70.0,65.0,75.0,82.0,28.5,74.5,66.5
2002,Republic of Ireland,70.0,41.0,41.0,64.0,71.0,62.0,40.0,64.0,67.0,64.0,82.0,24.0,40.5,76.0
2002,Republic of Ireland,74.0,65.0,60.0,72.0,67.0,42.0,41.0,66.0,69.0,64.0,75.0,29.0,35.5,74.5
2002,Republic of Ireland,70.0,70.0,74.0,71.0,70.0,54.0,20.0,70.0,73.0,63.0,77.0,29.5,61.0,74.5
2002,Republic of Ireland,76.0,68.0,45.0,73.0,69.0,20.0,44.0,68.0,70.0,73.0,88.0,24.0,50.0,74.0
2002,Republic of Ireland,91.0,94.0,86.0,87.0,72.0,66.0,75.0,74.0,78.0,71.0,90.0,35.0,71.0,95.5
2002,Republic of Ireland,77.0,75.0,69.0,73.0,87.0,70.0,72.0,70.0,67.0,71.0,85.0,25.5,74.0,82.5
2002,Republic of Ireland,86.0,90.0,90.0,86.0,92.0,87.0,89.0,95.0,95.0,95.0,94.0,34.0,91.0,72.5
2002,Republic of Ireland,74.0,78.0,80.0,80.0,73.0,62.0,74.0,76.0,73.0,79.0,83.0,20.0,77.5,67.0
2002,Republic of Ireland,70.0,67.0,75.0,73.0,70.0,70.0,71.0,75.0,70.0,75.0,80.0,27.5,73.5,69.5
2002,Republic of Ireland,70.0,65.0,68.0,75.0,68.0,62.0,59.0,70.0,78.0,65.0,77.0,30.5,74.5,74.5
2002,Republic of Ireland,72.0,71.0,70.0,75.0,76.0,70.0,75.0,73.0,76.0,89.0,92.0,20.5,69.5,73.5
2002,Republic of Ireland,83.0,84.0,88.0,75.0,87.0,70.0,33.0,90.0,91.0,84.0,85.0,28.5,59.5,23.0
2002,Republic of Ireland,72.0,78.0,70.0,80.0,72.0,76.0,68.0,70.0,64.0,80.0,72.0,28.0,67.0,45.0
2002,Republic of Ireland,76.0,71.0,77.0,73.0,73.0,50.0,44.0,82.0,81.0,81.0,79.0,28.0,50.5,28.5
2002,Cameroon,54,30,20,43,40.0,30,67,35,35,41,30.0,65.0,35.0,29.5
2002,Cameroon,74,23,35,50,56.0,20,34,40,35,69,62.0,69.5,35.0,29.5
2002,Cameroon,70,59,42,70,70.0,45,60,80,83,80,89.0,25.0,52.5,79.5
2002,Cameroon,80.0,70.0,60.0,80.0,70.0,65.0,70.0,65.0,65.0,75.0,80.0,23.0,75.0,82.5
2002,Cameroon,79.0,49.0,25.0,88.0,90.0,25.0,43.0,65.0,75.0,49.0,85.0,27.5,37.0,81.0
2002,Cameroon,65.0,53.0,41.0,50.0,45.0,43.0,50.0,50.0,52.0,56.0,47.0,28.5,46.5,67.0
2002,Cameroon,84.0,84.0,83.0,80.0,74.0,82.0,84.0,83.0,84.0,80.0,95.0,31.0,86.0,80.0
2002,Cameroon,77.0,61.0,44.0,72.0,46.0,41.0,67.0,74.0,79.0,75.0,75.0,27.5,46.5,77.5
2002,Cameroon,75.0,65.0,64.0,67.0,54.0,58.0,71.0,86.0,88.0,70.0,70.0,24.5,71.5,80.5
2002,Cameroon,89.0,88.0,78.0,84.0,80.0,62.0,66.0,82.0,85.0,77.0,95.0,22.5,72.0,93.0
2002,Cameroon,68.0,75.0,75.0,68.0,60.0,60.0,54.0,77.0,75.0,73.0,78.0,29.5,69.5,71.0
2002,Cameroon,65,63,63,62,63.0,60,67,63,75,65,76.0,26.5,65.5,65.0
2002,Cameroon,72,76,72,71,55.0,74,69,63,68,59,67.0,28.5,70.0,39.5
2002,Cameroon,79.0,77.0,78.0,74.0,72.0,76.0,74.0,69.0,75.0,70.0,80.0,24.0,71.0,79.0
2002,Cameroon,73.0,73.0,61.0,70.0,70.0,53.0,53.0,94.0,72.0,69.0,70.0,25.0,53.0,76.5
2002,Cameroon,63,74,65,69,53.0,64,62,78,84,68,78.0,26.0,68.0,55.0
2002,Cameroon,88,86,90,85,40.0,86,60,93,93,90,88.0,30.0,73.5,37.5
2002,Cameroon,76,64,72,55,55.0,60,60,65,67,50,55.0,23.5,52.5,31.0
2002,Cameroon,71.0,67.0,70.0,53.0,54.0,48.0,55.0,85.0,85.0,70.0,30.0,21.0,59.5,49.0
2002,Cameroon,67.0,69.0,62.0,69.0,64.0,45.0,36.0,65.0,69.0,70.0,77.0,26.5,43.0,25.0
2002,Cameroon,75.0,81.0,77.0,66.0,68.0,44.0,50.0,76.0,70.0,82.0,83.0,30.5,56.0,42.0
2002,Argentina,78,47,47,72,76.0,50,35,72,75,72,92.0,29.0,41.0,85.0
2002,Argentina,78,25,35,45,50.0,38,34,65,65,45,85.0,77.5,35.0,35.0
2002,Argentina,59,56,56,52,56.0,57,57,63,67,51,67.0,28.0,55.5,57.5
2002,Argentina,90,78,40,85,81.0,50,44,78,85,82,84.0,20.0,57.5,92.5
2002,Argentina,79.0,80.0,48.0,90.0,63.0,76.0,82.0,63.0,93.0,53.0,68.0,28.5,86.5,77.0
2002,Argentina,61,60,65,59,50.0,45,40,60,55,59,55.0,22.5,57.5,57.5
2002,Argentina,89,74,38,94,91.0,41,70,84,78,88,89.0,31.5,62.5,91.0
2002,Argentina,90,93,66,92,96.0,75,77,93,93,91,96.0,30.0,73.0,95.0
2002,Argentina,77.0,80.0,73.0,60.0,55.0,70.0,72.0,84.0,86.0,67.0,70.0,27.5,74.5,78.0
2002,Argentina,82,79,72,77,50.0,70,69,77,80,77,79.0,28.0,78.0,86.5
2002,Argentina,83,67,49,68,73.0,31,64,68,76,81,76.0,26.5,57.0,84.5
2002,Argentina,83.0,85.0,80.0,92.0,93.0,84.0,90.0,80.0,85.0,82.0,82.0,35.0,86.5,74.5
2002,Argentina,79,78,50,60,90.0,60,80,66,64,80,55.0,31.0,80.0,78.5
2002,Argentina,72,32,35,62,75.0,50,36,71,35,74,75.0,70.5,35.0,32.5
2002,Argentina,92,94,93,85,83.0,95,92,88,90,86,89.0,20.0,89.5,64.0
2002,Argentina,77,80,80,75,80.0,85,78,72,70,80,75.0,33.0,79.0,74.0
2002,Argentina,75.0,73.0,80.0,77.0,77.0,82.0,79.0,82.0,85.0,78.0,75.0,32.0,74.0,47.0
2002,Argentina,81,85,65,65,44.0,82,75,59,35,74,62.0,30.0,80.0,32.0
2002,Argentina,77.0,70.0,75.0,80.0,40.0,70.0,80.0,75.0,93.0,70.0,92.0,23.5,62.5,57.5
2002,Argentina,73,75,70,76,45.0,45,69,73,74,75,93.0,28.0,76.5,81.0
2002,Argentina,89.0,91.0,87.0,85.0,97.0,60.0,73.0,87.0,88.0,90.0,94.0,31.5,52.5,24.5
2002,Nigeria,65,34,30,50,55.0,20,34,25,31,41,40.0,62.5,29.5,27.5
2002,Nigeria,75.0,35.0,23.0,55.0,44.0,24.0,28.0,52.0,63.0,30.0,50.0,75.0,31.0,23.5
2002,Nigeria,81.0,76.0,70.0,80.0,85.0,30.0,77.0,93.0,87.0,87.0,94.0,28.5,80.0,81.0
2002,Nigeria,78.0,83.0,76.0,77.0,74.0,63.0,65.0,83.0,85.0,85.0,85.0,31.0,78.0,83.5
2002,Nigeria,73.0,70.0,62.0,71.0,45.0,23.0,51.0,76.0,82.0,70.0,90.0,29.0,35.0,72.0
2002,Nigeria,55,34,34,51,54.0,50,43,51,53,51,65.0,29.0,43.5,60.0
2002,Nigeria,70.0,45.0,36.0,45.0,53.0,30.0,58.0,83.0,55.0,50.0,75.0,29.5,39.5,72.5
2002,Nigeria,77.0,71.0,72.0,50.0,57.0,40.0,51.0,88.0,70.0,66.0,76.0,34.5,66.5,81.5
2002,Nigeria,54.0,32.0,32.0,50.0,41.0,20.0,31.0,65.0,70.0,50.0,64.0,29.0,31.5,59.0
2002,Nigeria,77,85,76,70,60.0,65,63,89,90,70,75.0,30.5,66.0,46.5
2002,Nigeria,53.0,70.0,70.0,64.0,65.0,72.0,28.0,76.0,76.0,67.0,75.0,25.0,51.0,31.5
2002,Nigeria,82,85,83,71,71.0,90,82,75,84,83,87.0,32.0,80.0,64.0
2002,Nigeria,56,60,58,60,60.0,59,45,61,57,60,66.0,21.5,48.0,56.5
2002,Nigeria,46,65,57,65,53.0,52,39,62,65,66,73.0,31.5,42.5,29.0
2002,Nigeria,58,55,62,56,55.0,54,60,62,66,66,70.0,27.5,61.5,58.0
2002,Nigeria,74.0,71.0,74.0,67.0,66.0,70.0,63.0,65.0,57.0,62.0,70.0,25.0,65.5,55.0
2002,Nigeria,60,60,55,57,50.0,51,40,56,62,66,63.0,20.0,46.0,23.5
2002,Nigeria,82.0,90.0,89.0,75.0,60.0,93.0,81.0,76.0,78.0,74.0,78.0,24.5,86.0,34.0
2002,Nigeria,74.0,69.0,72.0,74.0,58.0,62.0,43.0,80.0,81.0,78.0,77.0,29.0,50.0,47.5
2002,Nigeria,75.0,75.0,75.0,81.0,41.0,50.0,30.0,91.0,94.0,85.0,85.0,30.5,50.5,30.5
2002,Nigeria,63.0,60.0,50.0,60.0,56.0,40.0,45.0,70.0,70.0,60.0,65.0,28.5,47.5,45.0
2002,England,81.0,25.0,33.0,60.0,80.0,38.0,24.0,67.0,50.0,86.0,70.0,85.0,23.5,29.0
2002,England,88.0,33.0,24.0,86.0,85.0,31.0,24.0,62.0,72.0,42.0,86.0,88.0,31.0,26.5
2002,England,74.0,66.0,63.0,76.0,62.0,26.0,41.0,70.0,76.0,71.0,90.0,24.0,53.5,79.5
2002,England,88.0,89.0,85.0,82.0,76.0,42.0,70.0,90.0,92.0,87.0,96.0,23.0,77.5,91.0
2002,England,92.0,86.0,65.0,80.0,91.0,57.0,62.0,90.0,95.0,86.0,94.0,28.0,49.5,92.5
2002,England,93.0,67.0,42.0,74.0,89.0,36.0,35.0,84.0,87.0,80.0,90.0,23.0,57.0,95.5
2002,England,83.0,72.0,68.0,80.0,77.0,36.0,43.0,78.0,85.0,75.0,86.0,27.0,47.0,83.5
2002,England,85.0,86.0,82.0,77.0,77.0,62.0,77.0,77.0,78.0,85.0,92.0,28.0,78.0,88.5
2002,England,74.0,68.0,55.0,74.0,76.0,32.0,42.0,74.0,72.0,74.0,82.0,21.5,48.5,71.0
2002,England,79.0,63.0,63.0,75.0,90.0,57.0,60.0,64.0,77.0,27.0,88.0,24.5,34.0,84.0
2002,England,76.0,73.0,74.0,77.0,72.0,82.0,74.0,75.0,77.0,86.0,81.0,27.0,78.0,66.5
2002,England,90.0,95.0,76.0,88.0,90.0,90.0,95.0,80.0,87.0,92.0,92.0,33.5,95.5,76.0
2002,England,92.0,95.0,89.0,97.0,96.0,95.0,86.0,87.0,89.0,88.0,98.0,28.0,84.0,84.0
2002,England,81.0,83.0,78.0,87.0,85.0,75.0,81.0,92.0,93.0,85.0,90.0,31.5,75.5,85.0
2002,England,85.0,90.0,95.0,82.0,66.0,82.0,71.0,79.0,85.0,78.0,90.0,27.0,86.5,68.5
2002,England,82.0,81.0,72.0,77.0,77.0,74.0,77.0,79.0,80.0,88.0,94.0,27.5,77.0,86.0
2002,England,88.0,91.0,96.0,91.0,64.0,83.0,74.0,97.0,94.0,85.0,96.0,23.5,83.5,76.5
2002,England,91.0,86.0,91.0,96.0,98.0,84.0,55.0,98.0,98.0,98.0,88.0,25.5,55.0,28.0
2002,England,80.0,79.0,84.0,85.0,90.0,47.0,70.0,90.0,92.0,87.0,90.0,33.0,72.0,50.5
2002,England,74.0,76.0,73.0,77.0,76.0,73.0,72.0,63.0,66.0,68.0,77.0,23.0,71.5,39.0
2002,England,76,79,69,59,60.0,59,56,91,90,73,63.0,33.5,80.5,53.5
2002,Sweden,77.0,29.0,32.0,62.0,50.0,50.0,26.0,25.0,20.0,28.0,65.0,79.0,30.5,23.0
2002,Sweden,62.0,24.0,26.0,57.0,50.0,27.0,36.0,74.0,68.0,65.0,90.0,62.5,29.5,24.0
2002,Sweden,77.0,28.0,35.0,45.0,40.0,40.0,25.0,35.0,35.0,43.0,52.0,73.5,35.0,28.0
2002,Sweden,81.0,41.0,43.0,78.0,76.0,36.0,69.0,74.0,77.0,84.0,90.0,28.0,67.0,82.5
2002,Sweden,78.0,40.0,35.0,63.0,50.0,24.0,53.0,65.0,65.0,63.0,81.0,30.5,60.5,80.0
2002,Sweden,83.0,78.0,60.0,79.0,81.0,80.0,82.0,81.0,80.0,85.0,81.0,26.0,80.0,85.0
2002,Sweden,76,40,20,81,82.0,30,20,70,71,80,90.0,27.5,43.5,76.0
2002,Sweden,70.0,69.0,54.0,56.0,45.0,40.0,50.0,71.0,75.0,45.0,75.0,33.0,50.5,75.5
2002,Sweden,45,34,35,45,44.0,32,31,61,60,43,77.0,52.5,35.0,33.5
2002,Sweden,76.0,56.0,40.0,52.0,44.0,40.0,58.0,45.0,47.0,50.0,70.0,27.5,50.0,77.5
2002,Sweden,60,60,61,50,47.0,40,50,60,60,60,70.0,27.0,60.5,55.0
2002,Sweden,75.0,75.0,75.0,75.0,62.0,70.0,70.0,70.0,70.0,75.0,85.0,25.5,76.5,74.5
2002,Sweden,79.0,79.0,84.0,71.0,75.0,71.0,71.0,74.0,82.0,81.0,77.0,33.0,80.0,52.0
2002,Sweden,89,90,88,85,86.0,93,87,84,88,78,93.0,22.5,92.5,80.0
2002,Sweden,54.0,62.0,45.0,63.0,31.0,33.0,50.0,65.0,35.0,62.0,88.0,25.0,40.5,67.5
2002,Sweden,68.0,74.0,69.0,65.0,55.0,68.0,61.0,81.0,80.0,67.0,89.0,27.5,73.5,53.0
2002,Sweden,76.0,77.0,76.0,74.0,74.0,78.0,74.0,76.0,78.0,72.0,77.0,39.0,79.0,54.5
2002,Sweden,70,79,35,80,45.0,48,63,45,75,79,88.0,32.0,50.0,86.5
2002,Sweden,78.0,74.0,76.0,70.0,62.0,60.0,51.0,74.0,76.0,74.0,86.0,26.5,56.5,23.0
2002,Sweden,83.0,80.0,66.0,85.0,88.0,71.0,45.0,80.0,85.0,84.0,77.0,28.0,71.0,40.0
2002,Sweden,83.0,85.0,93.0,75.0,74.0,53.0,67.0,75.0,70.0,75.0,80.0,28.0,65.0,30.0
2002,Sweden,58.0,80.0,45.0,85.0,50.0,70.0,60.0,90.0,45.0,77.0,85.0,26.0,40.0,42.5
2002,Italy,97.0,35.0,35.0,98.0,97.0,60.0,30.0,80.0,80.0,80.0,99.0,97.0,35.0,33.0
2002,Italy,83.0,54.0,25.0,77.0,77.0,25.0,31.0,63.0,65.0,67.0,86.0,81.5,34.5,27.5
2002,Italy,92.0,24.0,35.0,95.0,92.0,26.0,23.0,60.0,65.0,44.0,84.0,92.5,35.0,27.5
2002,Italy,72.0,70.0,72.0,68.0,70.0,76.0,71.0,65.0,78.0,60.0,73.0,28.5,69.0,75.0
2002,Italy,92.0,87.0,53.0,94.0,96.0,47.0,75.0,78.0,81.0,86.0,90.0,25.5,79.0,93.5
2002,Italy,70.0,70.0,75.0,73.0,50.0,90.0,67.0,76.0,75.0,73.0,92.0,25.0,73.5,70.0
2002,Italy,87.0,77.0,35.0,80.0,65.0,70.0,49.0,65.0,85.0,66.0,85.0,28.5,45.0,90.0
2002,Italy,94.0,83.0,66.0,96.0,97.0,46.0,72.0,91.0,91.0,91.0,92.0,21.0,59.0,96.5
2002,Italy,48,29,35,45,66.0,30,32,35,35,43,44.0,57.0,35.0,32.5
2002,Italy,91.0,88.0,90.0,90.0,80.0,85.0,91.0,97.0,94.0,89.0,99.0,25.5,96.5,90.5
2002,Italy,79.0,54.0,55.0,70.0,25.0,35.0,42.0,65.0,75.0,70.0,80.0,28.5,52.5,80.0
2002,Italy,70,72,71,80,81.0,70,71,65,65,79,97.0,25.0,57.5,82.5
2002,Italy,89,88,87,79,82.0,83,74,82,83,84,96.0,25.5,85.0,91.5
2002,Italy,68.0,76.0,62.0,77.0,62.0,80.0,70.0,35.0,75.0,76.0,72.0,27.0,75.0,41.5
2002,Italy,69.0,70.0,63.0,59.0,65.0,60.0,54.0,70.0,70.0,70.0,68.0,20.0,75.0,69.0
2002,Italy,77.0,75.0,75.0,70.0,50.0,65.0,75.0,60.0,50.0,70.0,80.0,27.0,75.0,77.5
2002,Italy,92.0,97.0,96.0,94.0,95.0,99.0,86.0,88.0,92.0,87.0,92.0,24.5,93.5,58.5
2002,Italy,90.0,91.0,93.0,91.0,96.0,61.0,68.0,83.0,88.0,95.0,95.0,27.0,56.0,29.0
