year,nation,Fullname,birth_date,N_name
2002,Argentina,Mauricio Pochettino,1972.03.02,mauriciopochettino
2002,Argentina,Walter Samuel,1978.03.23,waltersamuel
2002,Argentina,Javier Zanetti,1973.08.10,javierzanetti
2002,Argentina,Diego Placente,1977.04.24,diegoplacente
2002,Argentina,José Chamot,1969.05.17,josechamot
2002,Argentina,Matías Almeyda,1973.12.21,matiasalmeyda
2002,Argentina,Ariel Ortega,1974.03.04,arielortega
2002,Argentina,Juan Sebastián Verón,1975.03.09,juansebastianveron
2002,Argentina,Diego Simeone,1970.04.28,diegosimeone
2002,Argentina,Claudio Husaín,1974.11.20,claudiohusain
2002,Argentina,Pablo Aimar,1979.11.03,pabloaimar
2002,Argentina,Gustavo López,1973.04.13,gustavolopez
2002,Argentina,Kily González,1974.08.04,kilygonzalez
2002,Argentina,Marcelo Gallardo,1976.01.18,marcelogallardo
2002,Argentina,Claudio López,1974.07.17,claudiolopez
2002,Argentina,Gabriel Batistuta,1969.02.01,gabrielbatistuta
2002,Argentina,Hernán Crespo,1975.07.05,hernancrespo
2002,Argentina,Claudio Caniggia,1967.01.09,claudiocaniggia
2002,Nigeria,Ike Shorunmu,1967.10.16,ikeshorunmu
2002,Nigeria,Austin Ejide,1984.04.08,austinejide
2002,Nigeria,Vincent Enyeama,1982.08.29,vincentenyeama
2002,Nigeria,Joseph Yobo,1980.09.06,josephyobo
2002,Nigeria,Celestine Babayaro,1978.08.29,celestinebabayaro
2002,Nigeria,Isaac Okoronkwo,1978.05.01,isaacokoronkwo
2002,Nigeria,Taribo West,1974.03.26,taribowest
2002,Nigeria,Rabiu Afolabi,1980.04.18,rabiuafolabi
2002,Nigeria,Ifeanyi Udeze,1980.07.21,ifeanyiudeze
2002,Nigeria,Efe Sodje,1972.10.05,efesodje
2002,Nigeria,Eric Ejiofor,1979.07.21,ericejiofor
2002,Nigeria,Pius Ikedia,1980.07.11,piusikedia
2002,Nigeria,Mutiu Adepoju,1970.12.22,mutiuadepoju
2002,Nigeria,Jay-Jay Okocha,1973.08.14,jayjayokocha
2002,Nigeria,Garba Lawal,1974.05.22,garbalawal
2002,Nigeria,Justice Christopher,1981.12.24,justicechristopher
2002,Nigeria,James Obiorah,1978.08.24,jamesobiorah
2002,Nigeria,John Utaka,1982.01.08,johnutaka
2002,Nigeria,Femi Opabunmi,1985.03.03,femiopabunmi
2002,Nigeria,Nwankwo Kanu,1976.08.01,nwankwokanu
2002,Nigeria,Bartholomew Ogbeche,1984.10.01,bartholomewogbeche
2002,Nigeria,Julius Aghahowa,1982.02.12,juliusaghahowa
2002,Nigeria,Benedict Akwuegbu,1974.11.03,benedictakwuegbu
2002,England,David Seaman,1963.09.19,davidseaman
2002,England,Nigel Martyn,1966.08.11,nigelmartyn
2002,England,David James,1970.08.01,davidjames
2002,England,Danny Mills,1977.05.18,dannymills
2002,England,Ashley Cole,1980.12.20,ashleycole
2002,England,Rio Ferdinand,1978.11.07,rioferdinand
2002,England,Sol Campbell,1974.09.18,solcampbell
2002,England,Wes Brown,1979.10.13,wesbrown
2002,England,Wayne Bridge,1980.08.05,waynebridge
2002,England,Martin Keown,1966.07.24,martinkeown
2002,England,Gareth Southgate,1970.09.03,garethsouthgate
2002,England,Trevor Sinclair,1973.03.02,trevorsinclair
2002,England,David Beckham,1975.05.02,davidbeckham
2002,England,Paul Scholes,1974.11.16,paulscholes
2002,England,Owen Hargreaves,1981.01.20,owenhargreaves
2002,England,Joe Cole,1981.11.08,joecole
2002,England,Nicky Butt,1975.01.21,nickybutt
2002,England,Kieron Dyer,1978.12.29,kierondyer
2002,England,Robbie Fowler,1975.04.09,robbiefowler
2002,England,Michael Owen,1979.12.14,michaelowen
2002,England,Emile Heskey,1978.01.11,emileheskey
2002,England,Teddy Sheringham,1966.04.02,teddysheringham
2002,England,Darius Vassell,1980.06.13,dariusvassell
2002,Sweden,Magnus Hedman,1973.03.19,magnushedman
2002,Sweden,Magnus Kihlstedt,1972.02.29,magnuskihlstedt
2002,Sweden,Andreas Isaksson,1981.10.03,andreasisaksson
2002,Sweden,Olof Mellberg,1977.09.03,olofmellberg
2002,Sweden,Patrik Andersson,1971.08.18,patrikandersson
2002,Sweden,Johan Mjällby,1971.02.09,johanmjallby
2002,Sweden,Michael Svensson,1975.11.25,michaelsvensson
2002,Sweden,Tomas Antonelius,1973.05.07,tomasantonelius
2002,Sweden,Erik Edman,1978.11.11,erikedman
2002,Sweden,Andreas Jakobsson,1972.10.06,andreasjakobsson
2002,Sweden,Teddy Lučić,1973.04.15,teddylucic
2002,Sweden,Tobias Linderoth,1979.04.21,tobiaslinderoth
2002,Sweden,Niclas Alexandersson,1971.12.29,niclasalexandersson
2002,Sweden,Anders Svensson,1976.07.17,anderssvensson
2002,Sweden,Freddie Ljungberg,1977.04.16,freddieljungberg
2002,Sweden,Magnus Svensson,1969.03.10,magnussvensson
2002,Sweden,Mattias Jonson,1974.01.16,mattiasjonson
2002,Sweden,Pontus Farnerud,1980.06.04,pontusfarnerud
2002,Sweden,Daniel Andersson,1977.08.28,danielandersson
2002,Sweden,Marcus Allbäck,1973.07.05,marcusallback
2002,Sweden,Henrik Larsson,1971.09.20,henriklarsson
2002,Sweden,Zlatan Ibrahimović,1981.10.03,zlatanibrahimovic
2002,Sweden,Andreas Andersson,1974.04.10,andreasandersson
2002,Italy,Gianluigi Buffon,1978.01.28,gianluigibuffon
2002,Italy,Christian Abbiati,1977.07.08,christianabbiati
2002,Italy,Francesco Toldo,1971.12.02,francescotoldo
2002,Italy,Christian Panucci,1973.04.12,christianpanucci
2002,Italy,Paolo Maldini,1968.06.26,paolomaldini
2002,Italy,Francesco Coco,1977.01.08,francescococo
2002,Italy,Fabio Cannavaro,1973.09.13,fabiocannavaro
2002,Italy,Alessandro Nesta,1976.03.19,alessandronesta
2002,Italy,Mark Iuliano,1973.08.12,markiuliano
2002,Italy,Gianluca Zambrotta,1977.02.19,gianlucazambrotta
2002,Italy,Marco Materazzi,1973.08.19,marcomaterazzi
2002,Italy,Cristiano Zanetti,1977.04.14,cristianozanetti
2002,Italy,Gennaro Gattuso,1978.01.09,gennarogattuso
2002,Italy,Cristiano Doni,1973.04.01,cristianodoni
2002,Italy,Luigi Di Biagio,1971.06.03,luigidibiagio
2002,Italy,Angelo Di Livio,1966.06.26,angelodilivio
2002,Italy,Damiano Tommasi,1974.05.17,damianotommasi
2002,Italy,Alessandro Del Piero,1974.11.09,alessandrodelpiero
2002,Italy,Filippo Inzaghi,1973.08.09,filippoinzaghi
2002,Italy,Francesco Totti,1976.09.27,francescototti
2002,Italy,Marco Delvecchio,1973.04.07,marcodelvecchio
2002,Italy,Vincenzo Montella,1974.06.18,vincenzomontella
2002,Italy,Christian Vieri,1973.07.12,christianvieri
2002,Ecuador,José Francisco Cevallos,1971.04.17,josefranciscocevallos
2002,Ecuador,Oswaldo Ibarra,1969.09.08,oswaldoibarra
2002,Ecuador,Daniel Viteri,1981.12.12,danielviteri
2002,Ecuador,Augusto Porozo,1974.04.13,augustoporozo
2002,Ecuador,Iván Hurtado,1974.08.16,ivanhurtado
2002,Ecuador,Ulises de la Cruz,1974.02.08,ulisesdelacruz
2002,Ecuador,Raúl Guerrón,1976.10.12,raulguerron
2002,Ecuador,Marlon Ayoví,1971.09.27,marlonayovi
2002,Ecuador,Giovanny Espinoza,1977.04.12,giovannyespinoza
2002,Ecuador,Walter Ayoví,1979.08.11,walterayovi
2002,Ecuador,Alfonso Obregón,1972.05.12,alfonsoobregon
2002,Ecuador,Luis Gómez,1972.04.20,luisgomez
2002,Ecuador,Álex Aguinaga,1968.07.09,alexaguinaga
2002,Ecuador,Juan Carlos Burbano,1969.02.15,juancarlosburbano
2002,Ecuador,Cléber Chalá,1971.06.29,cleberchala
2002,Ecuador,Edwin Tenorio,1976.06.16,edwintenorio
2002,Ecuador,Wellington Sánchez,1974.06.19,wellingtonsanchez
2002,Ecuador,Nicolás Asencio,1975.04.26,nicolasasencio
2002,Ecuador,Iván Kaviedes,1977.10.24,ivankaviedes
2002,Ecuador,Agustín Delgado,1974.12.23,agustindelgado
2002,Ecuador,Ángel Fernández,1971.08.02,angelfernandez
2002,Ecuador,Carlos Tenorio,1979.05.14,carlostenorio
2002,Ecuador,Édison Méndez,1979.03.16,edisonmendez
2002,Croatia,Stipe Pletikosa,1979.01.08,stipepletikosa
2002,Croatia,Tomislav Butina,1974.03.30,tomislavbutina
2002,Croatia,Vladimir Vasilj,1975.07.06,vladimirvasilj
2002,Croatia,Anthony Šerić,1979.01.15,anthonyseric
2002,Croatia,Josip Šimunić,1978.02.18,josipsimunic
2002,Croatia,Stjepan Tomas,1976.03.06,stjepantomas
2002,Croatia,Boris Živković,1975.11.15,boriszivkovic
2002,Croatia,Daniel Šarić,1972.08.04,danielsaric
2002,Croatia,Robert Jarni,1968.10.26,robertjarni
2002,Croatia,Dario Šimić,1975.11.12,dariosimic
2002,Croatia,Robert Kovač,1974.04.06,robertkovac
2002,Croatia,Milan Rapaić,1973.08.16,milanrapaic
2002,Croatia,Robert Prosinečki,1969.01.12,robertprosinecki
2002,Croatia,Niko Kovač,1971.10.15,nikokovac
2002,Croatia,Mario Stanić,1972.04.10,mariostanic
2002,Croatia,Zvonimir Soldo,1967.11.02,zvonimirsoldo
2002,Croatia,Jurica Vranješ,1980.01.31,juricavranjes
2002,Croatia,Davor Vugrinec,1975.03.24,davorvugrinec
2002,Croatia,Davor Šuker,1968.01.01,davorsuker
2002,Croatia,Alen Bokšić,1970.01.21,alenboksic
2002,Croatia,Ivica Olić,1979.09.14,ivicaolic
2002,Croatia,Goran Vlaović,1972.08.07,goranvlaovic
2002,Croatia,Boško Balaban,1978.10.15,boskobalaban
2002,Mexico,Óscar Pérez,1973.02.01,oscarperez
2002,Mexico,Oswaldo Sánchez,1973.09.21,oswaldosanchez
2002,Mexico,Jorge Campos,1966.10.15,jorgecampos
2002,Mexico,Francisco Gabriel de Anda,1971.06.05,franciscogabrieldeanda
2002,Mexico,Manuel Vidrio,1972.08.23,manuelvidrio
2002,Mexico,Salvador Carmona,1975.08.22,salvadorcarmona
2002,Mexico,Melvin Brown,1979.01.28,melvinbrown
2002,Mexico,Alberto Rodríguez,1974.04.01,albertorodriguez
2002,Mexico,Rafael García,1974.08.14,rafaelgarcia
2002,Mexico,Rafael Márquez,1979.02.13,rafaelmarquez
2002,Mexico,Gerardo Torrado,1979.04.30,gerardotorrado
2002,Mexico,Ramón Morales,1975.10.10,ramonmorales
2002,Mexico,Alberto García Aspe,1967.05.11,albertogarciaaspe
2002,Mexico,Braulio Luna,1974.09.08,braulioluna
2002,Mexico,Sigifredo Mercado,1968.12.21,sigifredomercado
2002,Mexico,Germán Villa,1973.04.02,germanvilla
2002,Mexico,Johan Rodríguez,1975.08.15,johanrodriguez
2002,Mexico,Gabriel Caballero,1971.02.05,gabrielcaballero
2002,Mexico,Jared Borgetti,1973.04.14,jaredborgetti
2002,Mexico,Cuauhtémoc Blanco,1973.01.17,cuauhtemocblanco
2002,Mexico,Luis Hernández,1968.12.22,luishernandez
2002,Mexico,Francisco Palencia,1973.04.28,franciscopalencia
2002,Mexico,Jesús Arellano,1973.05.08,jesusarellano
2002,Japan,Yoshikatsu Kawaguchi,1975.08.15,yoshikatsukawaguchi
2002,Japan,Seigo Narazaki,1976.04.15,seigonarazaki
2002,Japan,Hitoshi Sogahata,1979.08.02,hitoshisogahata
2002,Japan,Yutaka Akita,1970.08.06,yutakaakita
2002,Japan,Naoki Matsuda,1977.03.14,naokimatsuda
2002,Japan,Ryuzo Morioka,1975.10.07,ryuzomorioka
2002,Japan,Toshihiro Hattori,1973.09.23,toshihirohattori
2002,Japan,Koji Nakata,1979.07.09,kojinakata
2002,Japan,Tsuneyasu Miyamoto,1977.02.07,tsuneyasumiyamoto
2002,Japan,Junichi Inamoto,1979.09.18,junichiinamoto
2002,Japan,Hidetoshi Nakata,1977.01.22,hidetoshinakata
2002,Japan,Hiroaki Morishima,1972.04.30,hiroakimorishima
2002,Japan,Alex,1977.07.20,alex
2002,Japan,Takashi Fukunishi,1976.09.01,takashifukunishi
2002,Japan,Shinji Ono,1979.09.27,onoshinji
2002,Japan,Mitsuo Ogasawara,1979.04.05,mitsuoogasawara
2002,Japan,Tomokazu Myojin,1978.01.24,tomokazumyojin
2002,Japan,Kazuyuki Toda,1977.12.30,kazuyukitoda
2002,Japan,Daisuke Ichikawa,1980.05.14,daisukeichikawa
2002,Japan,Akinori Nishizawa,1976.06.18,akinorinishizawa
2002,Japan,Masashi Nakayama,1967.09.23,masashinakayama
2002,Japan,Takayuki Suzuki,1976.06.05,takayukisuzuki
2002,Japan,Atsushi Yanagisawa,1977.05.27,atsushiyanagisawa
2002,Belgium,Geert De Vlieger,1971.10.16,geertdevlieger
2002,Belgium,Franky Vandendriessche,1971.04.07,frankyvandendriessche
2002,Belgium,Frédéric Herpoel,1974.08.16,fredericherpoel
2002,Belgium,Eric Deflandre,1973.08.02,ericdeflandre
2002,Belgium,Glen De Boeck,1971.08.22,glendeboeck
2002,Belgium,Eric Van Meir,1968.02.28,ericvanmeir
2002,Belgium,Nico Van Kerckhoven,1970.12.14,nicovankerckhoven
2002,Belgium,Peter Van der Heyden,1976.07.16,petervanderheyden
2002,Belgium,Jacky Peeters,1969.12.13,jackypeeters
2002,Belgium,Daniel Van Buyten,1978.02.07,danielvanbuyten
2002,Belgium,Timmy Simons,1976.12.11,timmysimons
2002,Belgium,Bart Goor,1973.04.09,bartgoor
2002,Belgium,Johan Walem,1972.02.01,johanwalem
2002,Belgium,Sven Vermant,1973.04.04,svenvermant
2002,Belgium,Gaëtan Englebert,1976.06.11,gaetanenglebert
2002,Belgium,Yves Vanderhaeghe,1970.01.30,yvesvanderhaeghe
2002,Belgium,Bernd Thijs,1978.06.28,berndthijs
2002,Belgium,Danny Boffin,1965.07.10,dannyboffin
2002,Belgium,Marc Wilmots,1969.02.22,marcwilmots
2002,Belgium,Wesley Sonck,1978.08.09,wesleysonck
2002,Belgium,Gert Verheyen,1970.09.20,gertverheyen
2002,Belgium,Branko Strupar,1970.02.09,brankostrupar
2002,Belgium,Mbo Mpenza,1976.12.04,mbompenza
2002,Russia,Ruslan Nigmatullin,1974.10.07,ruslannigmatullin
2002,Russia,Stanislav Cherchesov,1963.09.02,stanislavcherchesov
2002,Russia,Aleksandr Filimonov,1973.10.15,aleksandrfilimonov
2002,Russia,Yuri Kovtun,1970.01.05,yurikovtun
2002,Russia,Yuri Nikiforov,1970.09.16,yurinikiforov
2002,Russia,Andrei Solomatin,1975.09.09,andreisolomatin
2002,Russia,Viktor Onopko,1969.10.14,viktoronopko
2002,Russia,Vyacheslav Dayev,1972.09.06,vyacheslavdayev
2002,Russia,Igor Chugainov,1970.04.06,igorchugainov
2002,Russia,Dmitri Sennikov,1976.06.24,dmitrisennikov
2002,Russia,Alexey Smertin,1975.05.01,alexeysmertin
2002,Russia,Igor Semshov,1978.04.06,igorsemshov
2002,Russia,Valeri Karpin,1969.02.02,valerikarpin
2002,Russia,Yegor Titov,1976.05.29,yegortitov
2002,Russia,Aleksandr Mostovoi,1968.08.22,aleksandrmostovoi
2002,Russia,Dmitri Alenichev,1972.10.20,dmitrialenichev
2002,Russia,Sergei Semak,1976.02.27,sergeisemak
2002,Russia,Marat Izmailov,1982.09.21,maratizmailov
2002,Russia,Dmitri Khokhlov,1975.12.22,dmitrikhokhlov
2002,Russia,Vladimir Beschastnykh,1974.04.01,vladimirbeschastnykh
2002,Russia,Aleksandr Kerzhakov,1982.11.27,aleksandrkerzhakov
2002,Russia,Ruslan Pimenov,1981.11.25,ruslanpimenov
2002,Russia,Dmitri Sychev,1983.10.26,dmitrisychev
2002,Tunisia,Ali Boumnijel,1966.04.13,aliboumnijel
2002,Tunisia,Hassen Bejaoui,1976.02.14,hassenbejaoui
2002,Tunisia,Ahmed El-Jaouachi,1975.07.13,ahmedeljaouachi
2002,Tunisia,Khaled Badra,1973.04.08,khaledbadra
2002,Tunisia,Mohamed Mkacher,1975.05.25,mohamedmkacher
2002,Tunisia,Hatem Trabelsi,1977.01.25,hatemtrabelsi
2002,Tunisia,Raouf Bouzaiene,1970.08.16,raoufbouzaiene
2002,Tunisia,Hamdi Marzouki,1977.01.23,hamdimarzouki
2002,Tunisia,Radhi Jaïdi,1975.08.30,radhijaidi
2002,Tunisia,Tarek Thabet,1971.08.16,tarekthabet
2002,Tunisia,Emir Mkademi,1978.08.20,emirmkademi
2002,Tunisia,José Clayton,1974.03.21,joseclayton
2002,Tunisia,Zoubeir Baya,1971.05.15,zoubeirbaya
2002,Tunisia,Hassen Gabsi,1974.02.23,hassengabsi
2002,Tunisia,Kaies Ghodhbane,1976.01.07,kaiesghodhbane
2002,Tunisia,Riadh Bouazizi,1973.04.08,riadhbouazizi
2002,Tunisia,Selim Benachour,1981.09.08,selimbenachour
2002,Tunisia,Mourad Melki,1975.05.09,mouradmelki
2002,Tunisia,Ziad Jaziri,1978.07.12,ziadjaziri
2002,Tunisia,Imed Mhedhebi,1976.03.23,imedmhedhebi
2002,Tunisia,Riadh Jelassi,1971.07.07,riadhjelassi
2002,Tunisia,Adel Sellimi,1972.11.16,adelsellimi
2002,Tunisia,Ali Zitouni,1981.01.11,alizitouni
2006,Costa Rica,Álvaro Mesén,1972.12.24,alvaromesen
2006,Costa Rica,José Francisco Porras,1970.11.08,josefranciscoporras
2006,Costa Rica,Wardy Alfaro,1977.12.31,wardyalfaro
2006,Costa Rica,Jervis Drummond,1976.09.08,jervisdrummond
2006,Costa Rica,Luis Marín,1974.08.10,luismarin
2006,Costa Rica,Michael Umaña,1982.07.16,michaelumana
2006,Costa Rica,Gilberto Martínez,1979.10.01,gilbertomartinez
2006,Costa Rica,Leonardo González,1980.11.21,leonardogonzalez
2006,Costa Rica,Harold Wallace,1975.09.07,haroldwallace
2006,Costa Rica,Gabriel Badilla,1984.06.30,gabrielbadilla
2006,Costa Rica,Michael Rodríguez,1981.12.30,michaelrodriguez
2006,Costa Rica,Danny Fonseca,1979.11.07,dannyfonseca
2006,Costa Rica,Christian Bolaños,1984.05.17,christianbolanos
2006,Costa Rica,Mauricio Solís,1972.12.13,mauriciosolis
2006,Costa Rica,Walter Centeno,1974.10.06,waltercenteno
2006,Costa Rica,Randall Azofeifa,1984.12.30,randallazofeifa
2006,Costa Rica,Carlos Hernández,1982.04.09,carloshernandez
2006,Costa Rica,Douglas Sequeira,1977.08.23,douglassequeira
2006,Costa Rica,Paulo Wanchope,1976.07.31,paulowanchope
2006,Costa Rica,Rónald Gómez,1975.01.24,ronaldgomez
2006,Costa Rica,Kurt Bernard,1977.08.08,kurtbernard
2006,Costa Rica,Álvaro Saborío,1982.03.25,alvarosaborio
2006,Costa Rica,Víctor Núñez,1980.04.15,victornunez
2006,Poland,Artur Boruc,1980.02.20,arturboruc
2006,Poland,Tomasz Kuszczak,1982.02.23,tomaszkuszczak
2006,Poland,Łukasz Fabiański,1985.04.18,łukaszfabianski
2006,Poland,Mariusz Jop,1978.08.03,jopmariusz
2006,Poland,Seweryn Gancarczyk,1981.11.22,seweryngancarczyk
2006,Poland,Marcin Baszczyński,1977.06.07,marcinbaszczynski
2006,Poland,Jacek Bąk,1973.03.24,bakjacek
2006,Poland,Michał Żewłakow,1976.04.22,michałzewłakow
2006,Poland,Mariusz Lewandowski,1979.05.18,mariuszlewandowski
2006,Poland,Bartosz Bosacki,1975.12.20,bartoszbosacki
2006,Poland,Kamil Kosowski,1977.08.30,kamilkosowski
2006,Poland,Radosław Sobolewski,1976.12.13,radosławsobolewski
2006,Poland,Jacek Krzynówek,1976.05.15,jacekkrzynowek
2006,Poland,Mirosław Szymkowiak,1976.11.12,mirosławszymkowiak
2006,Poland,Sebastian Mila,1982.07.10,sebastianmila
2006,Poland,Arkadiusz Radomski,1977.06.27,arkadiuszradomski
2006,Poland,Dariusz Dudka,1983.12.09,dariuszdudka
2006,Poland,Piotr Giza,1980.02.28,piotrgiza
2006,Poland,Maciej Żurawski,1976.09.12,maciejzurawski
2006,Poland,Grzegorz Rasiak,1979.01.12,grzegorzrasiak
2006,Poland,Euzebiusz Smolarek,1981.01.09,euzebiuszsmolarek
2006,Poland,Ireneusz Jeleń,1981.04.09,ireneuszjelen
2006,Poland,Paweł Brożek,1983.04.21,pawełbrozek
2006,Ecuador,Edwin Villafuerte,1979.03.12,edwinvillafuerte
2006,Ecuador,Cristian Mora,1979.08.26,cristianmora
2006,Ecuador,Damián Lanza,1982.04.10,damianlanza
2006,Ecuador,Jorge Guagua,1981.09.28,jorgeguagua
2006,Ecuador,Iván Hurtado,1974.08.16,ivanhurtado
2006,Ecuador,Ulises de la Cruz,1974.02.08,ulisesdelacruz
2006,Ecuador,José Luis Perlaza,1981.10.06,joseluisperlaza
2006,Ecuador,Paúl Ambrosi,1980.10.14,paulambrosi
2006,Ecuador,Giovanny Espinoza,1977.04.12,giovannyespinoza
2006,Ecuador,Néicer Reasco,1977.07.23,neicerreasco
2006,Ecuador,Patricio Urrutia,1978.10.15,patriciourrutia
2006,Ecuador,Christian Lara,1980.04.27,christianlara
2006,Ecuador,Edison Méndez,1979.03.16,edisonmendez
2006,Ecuador,Segundo Castillo,1982.05.15,segundocastillo
2006,Ecuador,Marlon Ayoví,1971.09.27,marlonayovi
2006,Ecuador,Antonio Valencia,1985.08.04,antoniovalencia
2006,Ecuador,Luis Saritama,1983.10.20,luissaritama
2006,Ecuador,Edwin Tenorio,1976.07.16,edwintenorio
2006,Ecuador,Félix Borja,1983.04.02,felixborja
2006,Ecuador,Iván Kaviedes,1977.10.24,ivankaviedes
2006,Ecuador,Agustín Delgado,1974.12.23,agustindelgado
2006,Ecuador,Carlos Tenorio,1979.05.14,carlostenorio
2006,Ecuador,Christian Benítez,1986.05.01,christianbenitez
2006,England,Paul Robinson,1979.10.15,paulrobinson
2006,England,David James,1970.08.01,davidjames
2006,England,Scott Carson,1985.09.03,scottcarson
2006,England,Gary Neville,1975.02.18,garyneville
2006,England,Ashley Cole,1980.12.20,ashleycole
2006,England,Rio Ferdinand,1978.11.07,rioferdinand
2006,England,John Terry,1980.12.07,johnterry
2006,England,Sol Campbell,1974.09.18,solcampbell
2006,England,Wayne Bridge,1980.08.05,waynebridge
2006,England,Jamie Carragher,1978.01.28,jamiecarragher
2006,England,Steven Gerrard,1980.05.30,stevengerrard
2006,England,David Beckham,1975.05.02,davidbeckham
2006,England,Frank Lampard,1978.06.20,franklampard
2006,England,Joe Cole,1981.11.08,joecole
2006,England,Owen Hargreaves,1981.01.20,owenhargreaves
2006,England,Jermaine Jenas,1983.02.18,jermainejenas
2006,England,Michael Carrick,1981.07.28,michaelcarrick
2006,England,Aaron Lennon,1987.04.16,aaronlennon
2006,England,Stewart Downing,1984.07.22,stewartdowning
2006,England,Wayne Rooney,1985.10.24,waynerooney
2006,England,Michael Owen,1979.12.14,michaelowen
2006,England,Peter Crouch,1981.01.30,petercrouch
2006,England,Theo Walcott,1989.03.16,theowalcott
2006,Paraguay,Justo Villar,1977.06.30,justovillar
2006,Paraguay,Derlis Gómez,1972.11.02,derlisgomez
2006,Paraguay,Aldo Bobadilla,1976.04.20,aldobobadilla
2006,Paraguay,Jorge Núñez,1978.01.22,jorgenunez
2006,Paraguay,Delio Toledo,1976.10.02,deliotoledo
2006,Paraguay,Carlos Gamarra,1971.02.17,carlosgamarra
2006,Paraguay,Julio César Cáceres,1979.10.05,juliocesarcaceres
2006,Paraguay,Paulo da Silva,1980.02.01,paulodasilva
2006,Paraguay,Julio César Manzur,1981.01.22,juliocesarmanzur
2006,Paraguay,Denis Caniza,1974.08.29,deniscaniza
2006,Paraguay,Carlos Bonet,1977.10.02,carlosbonet
2006,Paraguay,Édgar Barreto,1984.07.15,edgarbarreto
2006,Paraguay,Roberto Acuña,1972.03.25,robertoacuna
2006,Paraguay,Diego Gavilán,1980.03.01,diegogavilan
2006,Paraguay,Carlos Paredes,1976.07.16,carlosparedes
2006,Paraguay,Cristian Riveros,1982.10.16,cristianriveros
2006,Paraguay,José Montiel,1988.03.19,josemontiel
2006,Paraguay,Julio dos Santos,1983.05.07,juliodossantos
2006,Paraguay,Salvador Cabañas,1980.08.05,salvadorcabanas
2006,Paraguay,Roque Santa Cruz,1981.08.16,roquesantacruz
2006,Paraguay,Nelson Haedo Valdez,1983.11.28,nelsonhaedovaldez
2006,Paraguay,Dante López,1983.08.16,dantelopez
2006,Paraguay,Nelson Cuevas,1980.01.10,nelsoncuevas
2006,Trinidad and Tobago,Shaka Hislop,1969.02.22,shakahislop
2006,Trinidad and Tobago,Kelvin Jack,1976.04.29,kelvinjack
2006,Trinidad and Tobago,Clayton Ince,1972.07.12,claytonince
2006,Trinidad and Tobago,Ian Cox,1971.03.25,iancox
2006,Trinidad and Tobago,Avery John,1975.06.18,averyjohn
2006,Trinidad and Tobago,Marvin Andrews,1975.12.22,marvinandrews
2006,Trinidad and Tobago,Brent Sancho,1977.03.13,brentsancho
2006,Trinidad and Tobago,Dennis Lawrence,1974.08.01,dennislawrence
2006,Trinidad and Tobago,Cyd Gray,1973.11.21,cydgray
2006,Trinidad and Tobago,David Atiba Charles,1977.08.29,davidatibacharles
2006,Trinidad and Tobago,Chris Birchall,1984.05.05,chrisbirchall
2006,Trinidad and Tobago,Aurtis Whitley,1977.05.01,aurtiswhitley
2006,Trinidad and Tobago,Russell Latapy,1968.08.02,russelllatapy
2006,Trinidad and Tobago,Carlos Edwards,1978.10.24,carlosedwards
2006,Trinidad and Tobago,Evans Wise,1973.11.23,evanswise
2006,Trinidad and Tobago,Densill Theobald,1982.06.27,densilltheobald
2006,Trinidad and Tobago,Anthony Wolfe,1983.12.22,anthonywolfe
2006,Trinidad and Tobago,Collin Samuel,1981.08.27,collinsamuel
2006,Trinidad and Tobago,Cornell Glen,1980.10.21,cornellglen
