,Nation,이름,소속/국가,나이,Eng_Nation,Name,Age,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,FS_14
135,브라질,hugosouza,Corinthians,26.0,Brazil,amorimalexsandro,20.0,64.0,70.0,71.0,64.0,63.0,58.0,71.0,55.0,54.0,69.0,63.0,9.67,64.5,41.0,58.0
136,브라질,alexsandro,Flamengo,34.0,Brazil,renanribeiro,35.0,67.0,19.0,14.0,46.0,71.0,12.0,55.0,30.0,70.0,47.0,48.0,66.67,15.0,16.0,12.0
137,브라질,alexsandroribeiro,Lille,26.0,Brazil,yanbuenocouto,23.0,77.0,86.0,83.0,65.0,75.0,81.0,85.0,77.0,51.0,65.0,72.0,9.33,78.0,71.33,61.0
138,브라질,caiohenrique,Monaco,28.0,Brazil,douglasaurelio,26.0,67.0,68.0,67.0,65.0,63.0,61.0,77.0,72.0,66.0,68.0,79.0,12.67,61.0,46.67,68.0
139,브라질,douglassantos,Zenit St. Petersburg,31.0,Brazil,rodrigoguth,24.0,68.0,54.0,46.0,66.0,67.0,41.0,63.0,66.0,77.0,49.0,71.0,9.67,62.0,68.67,33.0
140,브라질,fabriciobruno,Cruzeiro,29.0,Brazil,andreialba,30.0,59.0,64.0,56.0,50.0,60.0,58.0,70.0,61.0,79.0,59.0,62.0,10.0,62.0,51.67,38.0
141,브라질,gabriel,Arsenal,27.0,Brazil,marcelogrohe,38.0,75.0,23.0,11.0,66.0,73.0,10.0,43.0,28.0,62.0,50.0,32.0,75.0,28.5,13.67,12.0
142,브라질,marquinhos,Paris Saint-Germain,31.0,Brazil,andreialba,30.0,59.0,64.0,56.0,50.0,60.0,58.0,70.0,61.0,79.0,59.0,62.0,10.0,62.0,51.67,38.0
143,브라질,vanderson,Monaco,24.0,Brazil,andreialba,30.0,59.0,64.0,56.0,50.0,60.0,58.0,70.0,61.0,79.0,59.0,62.0,10.0,62.0,51.67,38.0
144,브라질,vitinho,Botafogo RJ,26.0,Brazil,andreialba,30.0,59.0,64.0,56.0,50.0,60.0,58.0,70.0,61.0,79.0,59.0,62.0,10.0,62.0,51.67,38.0
145,브라질,wesley,Roma,22.0,Brazil,pedroferreira,23.0,61.0,64.0,66.0,65.0,63.0,55.0,81.0,74.0,61.0,59.0,81.0,10.67,56.5,25.33,60.0
146,브라질,andreaspereira,Palmeiras,29.0,Brazil,andreialba,30.0,59.0,64.0,56.0,50.0,60.0,58.0,70.0,61.0,79.0,59.0,62.0,10.0,62.0,51.67,38.0
147,브라질,andreysantos,Chelsea,21.0,Brazil,alandesouzaguimaraes,25.0,74.0,75.0,77.0,71.0,70.0,57.0,79.0,80.0,31.0,63.0,74.0,9.0,73.5,49.0,67.0
148,브라질,brunoguimaraes,Newcastle United,27.0,Brazil,lucaspossignolo,31.0,70.0,52.0,43.0,58.0,67.0,29.0,52.0,77.0,81.0,53.0,47.0,10.33,57.5,69.0,34.0
149,브라질,carlosaugusto,Inter,26.0,Brazil,renanribeiro,35.0,67.0,19.0,14.0,46.0,71.0,12.0,55.0,30.0,70.0,47.0,48.0,66.67,15.0,16.0,12.0
150,브라질,casemiro,Manchester United,33.0,Brazil,renansantana,20.0,63.0,39.0,28.0,45.0,55.0,33.0,56.0,59.0,72.0,42.0,56.0,11.0,38.0,67.0,23.0
151,브라질,jeanlucas,Bahia,27.0,Brazil,rodrigoguth,24.0,68.0,54.0,46.0,66.0,67.0,41.0,63.0,66.0,77.0,49.0,71.0,9.67,62.0,68.67,33.0
152,브라질,joelinton,Newcastle United,29.0,Brazil,lucaspiressilva,24.0,74.0,73.0,72.0,68.0,71.0,71.0,81.0,76.0,73.0,68.0,78.0,10.0,67.0,70.33,41.0
153,브라질,lucaspaqueta,West Ham United,28.0,Brazil,samuelportugallima,31.0,70.0,26.0,15.0,52.0,65.0,19.0,40.0,33.0,68.0,55.0,39.0,70.67,30.5,13.33,14.0
154,브라질,samueldiaslino,Flamengo,25.0,Brazil,andreialba,30.0,59.0,64.0,56.0,50.0,60.0,58.0,70.0,61.0,79.0,59.0,62.0,10.0,62.0,51.67,38.0
155,브라질,estevao,Chelsea,18.0,Brazil,gabrielmaiolidasilva,22.0,65.0,62.0,67.0,55.0,59.0,54.0,75.0,60.0,54.0,56.0,73.0,9.67,64.0,35.0,65.0
156,브라질,gabrielmartinelli,Arsenal,24.0,Brazil,joaopaulomior,34.0,70.0,71.0,69.0,76.0,69.0,71.0,64.0,64.0,73.0,72.0,51.0,12.67,70.5,68.67,60.0
157,브라질,joaopedro,Chelsea,24.0,Brazil,marcelogrohe,38.0,75.0,23.0,11.0,66.0,73.0,10.0,43.0,28.0,62.0,50.0,32.0,75.0,28.5,13.67,12.0
158,브라질,kaiojorge,Cruzeiro,23.0,Brazil,luccamendonca,17.0,54.0,48.0,43.0,46.0,53.0,40.0,59.0,55.0,67.0,42.0,64.0,11.0,48.0,52.0,26.0
159,브라질,luizhenrique,Zenit St. Petersburg,24.0,Brazil,andreialba,30.0,59.0,64.0,56.0,50.0,60.0,58.0,70.0,61.0,79.0,59.0,62.0,10.0,62.0,51.67,38.0
160,브라질,raphinha,Barcelona,28.0,Brazil,renanribeiro,35.0,67.0,19.0,14.0,46.0,71.0,12.0,55.0,30.0,70.0,47.0,48.0,66.67,15.0,16.0,12.0
161,네덜란드,richarlison,Tottenham Hotspur,28.0,Netherlands,bartverbruggen,22.0,78.0,23.0,15.0,35.0,76.0,10.0,57.0,30.0,72.0,57.0,55.0,78.33,37.5,14.33,8.0
162,네덜란드,bartverbruggen,Brighton & Hove Albion,23.0,Netherlands,markflekken,32.0,78.0,34.0,12.0,62.0,74.0,14.0,29.0,28.0,72.0,60.0,36.0,78.33,55.0,16.0,16.0
163,네덜란드,markflekken,Bayer Leverkusen,32.0,Netherlands,robinroefs,22.0,74.0,16.0,10.0,31.0,72.0,11.0,29.0,23.0,64.0,51.0,33.0,74.0,17.5,11.33,5.0
164,네덜란드,robinroefs,Sunderland,22.0,Netherlands,janpaulvanhecke,25.0,80.0,73.0,70.0,78.0,79.0,50.0,66.0,70.0,79.0,70.0,68.0,7.67,80.0,81.0,35.0
165,네덜란드,janpaulvanhecke,Brighton & Hove Albion,25.0,Netherlands,joriskramer,28.0,72.0,60.0,45.0,54.0,65.0,27.0,48.0,72.0,78.0,58.0,74.0,9.67,61.0,71.67,27.0
166,네덜란드,jurrientimber,Arsenal,24.0,Netherlands,matthijsdeligt,25.0,82.0,72.0,65.0,80.0,81.0,52.0,54.0,64.0,91.0,84.0,68.0,11.33,75.0,81.0,50.0
167,네덜란드,matthijsdeligt,Manchester United,26.0,Netherlands,mickyvandeven,24.0,82.0,75.0,73.0,81.0,82.0,58.0,84.0,69.0,85.0,59.0,95.0,8.33,75.0,83.33,43.0
168,네덜란드,mickyvandeven,Tottenham Hotspur,24.0,Netherlands,kaytejan,28.0,65.0,69.0,67.0,61.0,58.0,65.0,67.0,71.0,93.0,67.0,71.0,11.0,56.0,24.67,65.0
169,네덜란드,akenathan,Manchester City,30.0,Netherlands,stefandevrij,33.0,84.0,74.0,66.0,85.0,85.0,49.0,63.0,70.0,74.0,65.0,61.0,11.67,78.5,85.67,25.0
170,네덜란드,stefandevrij,Inter,33.0,Netherlands,virgilvandijk,33.0,90.0,77.0,70.0,90.0,90.0,53.0,66.0,75.0,93.0,81.0,78.0,11.67,81.5,89.67,52.0
171,네덜란드,virgilvandijk,Liverpool,34.0,Netherlands,wesseldammers,30.0,71.0,67.0,58.0,67.0,66.0,39.0,62.0,83.0,76.0,70.0,53.0,13.67,67.0,70.33,53.0
172,네덜란드,denzeldumfries,Inter,29.0,Netherlands,frenkiedejong,28.0,87.0,88.0,86.0,90.0,87.0,78.0,80.0,87.0,73.0,68.0,83.0,8.67,88.5,77.0,75.0
173,네덜란드,frenkiedejong,Barcelona,28.0,Netherlands,lewisschouten,21.0,62.0,67.0,58.0,52.0,57.0,44.0,64.0,60.0,71.0,57.0,72.0,11.33,65.0,60.0,44.0
174,네덜란드,jerdyschouten,PSV Eindhoven,28.0,Netherlands,justindeankluivert,26.0,79.0,80.0,82.0,72.0,78.0,77.0,89.0,76.0,53.0,84.0,86.0,8.0,76.0,36.0,75.0
175,네덜란드,justinkluivert,AFC Bournemouth,26.0,Netherlands,stijnpetiet,21.0,55.0,13.0,8.0,29.0,47.0,12.0,31.0,19.0,63.0,38.0,21.0,55.33,15.5,11.0,5.0
176,네덜란드,quintentimber,Feyenoord,24.0,Netherlands,ryanjirogravenberch,23.0,85.0,87.0,88.0,88.0,84.0,74.0,76.0,85.0,80.0,79.0,76.0,11.67,84.0,80.0,78.0
177,네덜란드,ryangravenberch,Liverpool,23.0,Netherlands,semsteijn,23.0,78.0,80.0,75.0,77.0,82.0,68.0,73.0,89.0,66.0,84.0,61.0,8.33,73.0,43.0,86.0
178,네덜란드,semsteijn,Feyenoord,23.0,Netherlands,teunkoopmeiners,27.0,81.0,83.0,76.0,81.0,82.0,79.0,71.0,83.0,71.0,82.0,70.0,12.0,84.5,74.0,76.0
179,네덜란드,teunkoopmeiners,Juventus,27.0,Netherlands,tijjaninoslin,25.0,74.0,78.0,78.0,77.0,68.0,72.0,79.0,59.0,69.0,78.0,77.0,11.0,63.0,38.67,74.0
180,네덜란드,tijjanireijnders,Manchester City,27.0,Netherlands,levismans,22.0,67.0,69.0,68.0,68.0,64.0,56.0,70.0,83.0,48.0,60.0,71.0,8.33,65.5,41.67,68.0
181,네덜란드,xavisimons,Tottenham Hotspur,22.0,Netherlands,codymathesgakpo,26.0,84.0,85.0,86.0,83.0,83.0,83.0,85.0,76.0,75.0,88.0,82.0,9.67,78.0,40.33,81.0
182,네덜란드,codygakpo,Liverpool,26.0,Netherlands,donyellmalen,26.0,79.0,81.0,83.0,79.0,78.0,72.0,89.0,69.0,66.0,84.0,84.0,10.33,69.0,32.33,79.0
183,네덜란드,donyellmalen,Aston Villa,26.0,Netherlands,memphisdepay,31.0,81.0,84.0,85.0,80.0,81.0,77.0,78.0,74.0,82.0,85.0,80.0,10.0,76.0,24.67,82.0
184,네덜란드,memphisdepay,Corinthians,31.0,Netherlands,tygoland,19.0,68.0,76.0,74.0,64.0,62.0,64.0,71.0,61.0,38.0,58.0,75.0,12.0,74.0,52.67,52.0
185,네덜란드,noalang,Napoli,26.0,Netherlands,woutergoes,21.0,77.0,66.0,63.0,73.0,78.0,44.0,65.0,70.0,82.0,44.0,61.0,8.67,72.0,77.67,30.0
186,벨기에,woutweghorst,Ajax,33.0,Belgium,maartenvandevoordt,23.0,76.0,29.0,24.0,54.0,68.0,23.0,41.0,37.0,59.0,56.0,39.0,76.33,59.0,13.0,7.0
187,벨기에,maartenvandevoordt,RB Leipzig,23.0,Belgium,matsrits,31.0,72.0,73.0,69.0,74.0,74.0,67.0,72.0,79.0,72.0,72.0,69.0,10.67,72.0,72.33,69.0
188,벨기에,matzsels,Nottingham Forest,33.0,Belgium,mattlendfers,19.0,55.0,18.0,14.0,29.0,44.0,13.0,48.0,27.0,65.0,40.0,46.0,58.0,24.0,10.67,7.0
189,벨기에,mikependers,Strasbourg,20.0,Belgium,thibosomers,26.0,73.0,70.0,72.0,63.0,71.0,65.0,81.0,89.0,77.0,67.0,80.0,7.33,62.5,53.0,72.0
190,벨기에,thibautcourtois,Real Madrid,33.0,Belgium,arthurnicolastheate,25.0,80.0,75.0,70.0,77.0,80.0,68.0,66.0,82.0,82.0,70.0,68.0,9.33,76.5,79.67,23.0
191,벨기에,arthurtheate,Eintracht Frankfurt,25.0,Belgium,brandonmechele,32.0,76.0,59.0,49.0,78.0,68.0,42.0,46.0,80.0,80.0,63.0,51.0,12.0,72.0,79.33,38.0
192,벨기에,brandonmechele,Club Brugge,32.0,Belgium,joaquinseys,20.0,73.0,72.0,67.0,66.0,64.0,73.0,82.0,73.0,66.0,56.0,81.0,11.33,70.0,69.0,49.0
193,벨기에,joaquinseys,Club Brugge,20.0,Belgium,konidewinter,23.0,74.0,67.0,66.0,64.0,71.0,59.0,65.0,76.0,70.0,52.0,69.0,10.0,66.5,76.33,30.0
194,벨기에,konidewinter,Milan,23.0,Belgium,maximdecuyper,24.0,80.0,80.0,78.0,82.0,77.0,85.0,78.0,87.0,67.0,78.0,75.0,8.67,78.5,75.67,70.0
195,벨기에,maximdecuyper,Brighton & Hove Albion,24.0,Belgium,thomasandreameunier,33.0,76.0,72.0,75.0,74.0,73.0,80.0,60.0,78.0,84.0,80.0,66.0,7.67,71.0,74.33,70.0
196,벨기에,thomasmeunier,Lille,34.0,Belgium,timothycastagne,29.0,76.0,75.0,71.0,68.0,75.0,76.0,67.0,78.0,66.0,65.0,68.0,13.0,72.0,74.0,56.0
197,벨기에,timothycastagne,Fulham,29.0,Belgium,zenokoendebast,21.0,78.0,78.0,76.0,73.0,77.0,77.0,66.0,81.0,73.0,68.0,73.0,5.67,79.0,77.0,51.0
198,벨기에,zenodebast,Sporting CP,21.0,Belgium,alexisjessesaelemaekers,26.0,79.0,81.0,81.0,74.0,79.0,80.0,83.0,77.0,54.0,64.0,77.0,11.0,73.5,68.0,68.0
199,벨기에,alexissaelemaekers,Milan,26.0,Belgium,charlesdeketelaere,24.0,82.0,86.0,85.0,73.0,77.0,76.0,71.0,78.0,68.0,82.0,70.0,9.0,81.5,52.67,78.0
200,벨기에,charlesdeketelaere,Atalanta,24.0,Belgium,charlesvanhoutte,26.0,77.0,74.0,71.0,71.0,77.0,76.0,62.0,85.0,75.0,70.0,50.0,9.67,77.0,73.67,63.0
201,벨기에,charlesvanhoutte,Nice,27.0,Belgium,thibosomers,26.0,73.0,70.0,72.0,63.0,71.0,65.0,81.0,89.0,77.0,67.0,80.0,7.33,62.5,53.0,72.0
202,벨기에,diegomoreira,Strasbourg,21.0,Belgium,hansvanaken,32.0,80.0,83.0,79.0,91.0,82.0,77.0,39.0,91.0,79.0,76.0,50.0,13.0,87.0,54.33,81.0
203,벨기에,hansvanaken,Club Brugge,33.0,Belgium,kevindebruyne,34.0,87.0,89.0,85.0,87.0,89.0,93.0,65.0,66.0,74.0,90.0,66.0,12.67,92.5,63.33,78.0
204,벨기에,kevindebruyne,Napoli,34.0,Belgium,nicolasthierryraskin,24.0,77.0,76.0,72.0,79.0,80.0,66.0,78.0,84.0,65.0,71.0,68.0,10.67,76.5,73.33,58.0
205,벨기에,nicolasraskin,Rangers,24.0,Belgium,youritielemans,28.0,85.0,86.0,79.0,88.0,85.0,80.0,51.0,87.0,69.0,85.0,57.0,10.67,87.5,77.0,77.0
206,벨기에,youritielemans,Aston Villa,28.0,Belgium,ikomaloisopenda,25.0,83.0,81.0,79.0,80.0,84.0,69.0,94.0,83.0,80.0,85.0,96.0,10.0,67.0,23.67,84.0
207,벨기에,ikomaloisopenda,Juventus,25.0,Belgium,jeremydoku,23.0,80.0,81.0,91.0,75.0,75.0,70.0,95.0,63.0,73.0,77.0,88.0,10.67,72.5,31.67,72.0
208,벨기에,jeremydoku,Manchester City,23.0,Belgium,leandrotrossard,30.0,83.0,84.0,84.0,84.0,82.0,79.0,87.0,76.0,55.0,83.0,75.0,9.33,79.5,26.33,83.0
209,벨기에,leandrotrossard,Arsenal,30.0,Belgium,marcokana,22.0,65.0,69.0,64.0,67.0,61.0,64.0,66.0,63.0,70.0,38.0,65.0,10.33,66.0,61.33,23.0
210,벨기에,malickfofana,Lyon,20.0,Belgium,michybatshuayiatunga,31.0,77.0,75.0,75.0,77.0,76.0,65.0,73.0,62.0,81.0,85.0,75.0,10.33,58.5,30.0,79.0
211,크로아티아,michybatshuayi,Eintracht Frankfurt,31.0,Croatia,dominikkotarski,25.0,77.0,39.0,20.0,50.0,75.0,12.0,46.0,31.0,59.0,57.0,45.0,77.33,45.5,13.0,6.0
212,크로아티아,dominikkotarski,FC København,25.0,Croatia,dominiklivakovic,30.0,80.0,28.0,19.0,64.0,81.0,13.0,57.0,32.0,75.0,53.0,54.0,81.0,55.0,21.67,12.0
213,크로아티아,dominiklivakovic,Girona,30.0,Croatia,ivicaivusic,30.0,72.0,18.0,12.0,51.0,71.0,12.0,42.0,36.0,71.0,54.0,40.0,71.33,21.5,14.67,9.0
214,크로아티아,ivicaivusic,Hajduk Split,30.0,Croatia,dujecaletacar,28.0,74.0,64.0,59.0,72.0,72.0,28.0,54.0,58.0,84.0,67.0,62.0,8.67,68.5,73.67,32.0
215,크로아티아,dujecaletacar,Real Sociedad,29.0,Croatia,ivansmolcic,24.0,72.0,66.0,70.0,75.0,72.0,60.0,63.0,72.0,79.0,55.0,63.0,11.33,61.5,74.0,55.0
216,크로아티아,ivansmolcic,Como,25.0,Croatia,josipjuranovic,29.0,75.0,73.0,73.0,73.0,74.0,80.0,84.0,67.0,61.0,78.0,75.0,12.67,72.0,72.0,57.0
217,크로아티아,josipjuranovic,Union Berlin,30.0,Croatia,josipstanisic,25.0,78.0,73.0,68.0,66.0,76.0,72.0,68.0,71.0,75.0,52.0,77.0,10.67,67.0,80.0,44.0
218,크로아티아,josipstanisic,Bayern München,25.0,Croatia,josipsutalo,25.0,78.0,77.0,73.0,79.0,77.0,45.0,75.0,71.0,87.0,43.0,79.0,11.0,74.5,77.33,27.0
219,크로아티아,josipsutalo,Ajax,25.0,Croatia,joskogvardiol,23.0,84.0,80.0,78.0,81.0,85.0,73.0,77.0,81.0,80.0,81.0,79.0,8.33,78.5,84.33,68.0
220,크로아티아,joskogvardiol,Manchester City,23.0,Croatia,marinpongracic,27.0,74.0,64.0,59.0,69.0,71.0,27.0,56.0,63.0,82.0,40.0,65.0,6.33,65.0,74.33,21.0
221,크로아티아,marinpongracic,Fiorentina,28.0,Croatia,martinerlic,27.0,72.0,56.0,52.0,72.0,71.0,31.0,44.0,50.0,80.0,55.0,65.0,10.0,59.5,72.67,29.0
222,크로아티아,martinerlic,FC Midtjylland,27.0,Croatia,andrejkramaric,34.0,81.0,85.0,84.0,82.0,83.0,73.0,70.0,85.0,68.0,82.0,65.0,10.0,77.5,28.67,83.0
223,크로아티아,andrejkramaric,Hoffenheim,34.0,Croatia,bornasosa,27.0,73.0,74.0,74.0,72.0,70.0,84.0,72.0,74.0,69.0,70.0,70.0,9.0,74.0,67.33,41.0
224,크로아티아,bornasosa,Crystal Palace,27.0,Croatia,kristijanjakic,28.0,76.0,72.0,65.0,69.0,73.0,53.0,76.0,82.0,76.0,79.0,69.0,9.67,72.0,76.67,52.0
225,크로아티아,kristijanjakic,Augsburg,28.0,Croatia,lovromajer,27.0,78.0,84.0,83.0,78.0,78.0,79.0,76.0,84.0,65.0,76.0,65.0,6.67,80.5,60.67,71.0
226,크로아티아,lovromajer,Wolfsburg,27.0,Croatia,lukamodric,39.0,83.0,88.0,84.0,91.0,79.0,86.0,72.0,69.0,58.0,79.0,65.0,12.0,86.5,70.67,68.0
227,크로아티아,lukamodric,Milan,40.0,Croatia,mariopasalic,30.0,80.0,86.0,83.0,77.0,74.0,68.0,68.0,83.0,72.0,78.0,69.0,12.67,81.5,64.67,80.0
228,크로아티아,mariopasalic,Atalanta,30.0,Croatia,martinbaturina,22.0,78.0,83.0,84.0,79.0,76.0,73.0,77.0,76.0,67.0,75.0,77.0,7.67,79.0,60.0,67.0
229,크로아티아,martinbaturina,Como,22.0,Croatia,nikolamoro,27.0,75.0,76.0,72.0,77.0,72.0,67.0,66.0,74.0,70.0,82.0,66.0,11.0,79.0,71.0,67.0
230,크로아티아,nikolamoro,Bologna,27.0,Croatia,petarsucic,21.0,74.0,81.0,76.0,84.0,74.0,68.0,70.0,90.0,67.0,66.0,69.0,12.33,75.0,60.67,71.0
231,크로아티아,petarsucic,Inter,21.0,Croatia,antebudimir,33.0,82.0,83.0,79.0,75.0,82.0,50.0,54.0,75.0,84.0,83.0,63.0,14.0,70.0,30.33,86.0
232,크로아티아,antebudimir,Osasuna,34.0,Croatia,franjoivanovic,21.0,75.0,72.0,78.0,76.0,76.0,64.0,70.0,70.0,74.0,74.0,74.0,10.67,61.0,26.67,83.0
233,크로아티아,franjoivanovic,Benfica,21.0,Croatia,ivanperisic,36.0,81.0,83.0,78.0,84.0,80.0,84.0,74.0,76.0,75.0,85.0,76.0,7.0,79.5,67.33,78.0
234,크로아티아,ivanperisic,PSV Eindhoven,36.0,Croatia,marcopasalic,24.0,71.0,73.0,75.0,68.0,67.0,73.0,78.0,65.0,57.0,81.0,74.0,10.67,60.5,35.33,67.0
235,크로아티아,marcopasalic,Orlando City,25.0,Croatia,tonifruk,24.0,75.0,78.0,77.0,78.0,70.0,75.0,73.0,70.0,59.0,76.0,72.0,8.33,78.0,52.0,71.0
236,이탈리아,tonifruk,Rijeka,24.0,Italy,alexmeret,28.0,82.0,25.0,16.0,67.0,78.0,15.0,41.0,29.0,65.0,56.0,48.0,83.33,27.5,15.33,17.0
237,이탈리아,alexmeret,Napoli,28.0,Italy,gianluigidonnarumma,26.0,89.0,30.0,28.0,54.0,87.0,12.0,50.0,41.0,75.0,53.0,55.0,89.0,35.0,17.0,12.0
238,이탈리아,gianluigidonnarumma,Manchester City,26.0,Italy,guglielmovicario,28.0,82.0,41.0,22.0,62.0,81.0,11.0,54.0,38.0,60.0,59.0,49.0,82.33,56.0,15.67,6.0
239,이탈리아,guglielmovicario,Tottenham Hotspur,28.0,Italy,marcocarnesecchi,25.0,84.0,21.0,14.0,40.0,71.0,11.0,24.0,28.0,55.0,53.0,39.0,85.67,33.5,15.67,8.0
240,이탈리아,marcocarnesecchi,Atalanta,25.0,Italy,alessandrobastoni,26.0,87.0,82.0,74.0,85.0,89.0,72.0,71.0,81.0,81.0,59.0,77.0,11.33,83.0,87.0,39.0
241,이탈리아,alessandrobastoni,Inter,26.0,Italy,andreacambiaso,25.0,79.0,80.0,80.0,78.0,78.0,79.0,79.0,76.0,66.0,75.0,78.0,13.0,77.0,77.0,68.0
242,이탈리아,andreacambiaso,Juventus,25.0,Italy,federicogatti,27.0,80.0,68.0,62.0,78.0,79.0,38.0,73.0,74.0,81.0,68.0,78.0,7.67,64.5,81.0,30.0
243,이탈리아,federicogatti,Juventus,27.0,Italy,gianlucamancini,29.0,83.0,76.0,59.0,83.0,85.0,34.0,65.0,84.0,79.0,51.0,74.0,9.0,71.0,83.0,48.0
244,이탈리아,gianlucamancini,Roma,29.0,Italy,giovannidilorenzo,31.0,83.0,78.0,76.0,74.0,80.0,79.0,83.0,90.0,74.0,75.0,85.0,8.33,74.0,79.33,72.0
245,이탈리아,giovannidilorenzo,Napoli,32.0,Italy,giovannileoni,18.0,69.0,60.0,45.0,65.0,65.0,22.0,51.0,65.0,70.0,40.0,54.0,10.0,53.0,71.33,25.0
246,이탈리아,giovannileoni,Liverpool,18.0,Italy,lucaranieri,26.0,76.0,76.0,66.0,65.0,76.0,62.0,62.0,68.0,59.0,54.0,73.0,10.33,64.5,78.33,37.0
247,이탈리아,lucaranieri,Fiorentina,26.0,Italy,raoulbellanova,25.0,78.0,78.0,79.0,66.0,75.0,80.0,82.0,81.0,71.0,55.0,90.0,7.33,75.0,72.0,61.0
248,이탈리아,raoulbellanova,Atalanta,25.0,Italy,riccardocalafiori,23.0,78.0,77.0,75.0,75.0,78.0,73.0,74.0,73.0,77.0,75.0,70.0,8.67,71.5,77.67,62.0
249,이탈리아,riccardocalafiori,Arsenal,23.0,Italy,danielmaldini,23.0,74.0,81.0,77.0,72.0,72.0,75.0,66.0,69.0,67.0,73.0,74.0,13.0,73.5,40.33,64.0
250,이탈리아,danielmaldini,Atalanta,23.0,Italy,davidefrattesi,25.0,81.0,83.0,82.0,81.0,83.0,67.0,84.0,80.0,64.0,76.0,80.0,8.67,81.5,73.0,79.0
251,이탈리아,davidefrattesi,Inter,26.0,Italy,federicodimarco,27.0,85.0,86.0,79.0,78.0,83.0,87.0,83.0,84.0,72.0,81.0,78.0,7.67,83.5,80.33,74.0
252,이탈리아,federicodimarco,Inter,27.0,Italy,giovannifabbian,22.0,74.0,76.0,74.0,71.0,72.0,63.0,70.0,61.0,55.0,74.0,65.0,7.0,75.5,67.0,72.0
253,이탈리아,giovannifabbian,Bologna,22.0,Italy,manuellocatelli,27.0,84.0,81.0,76.0,82.0,82.0,73.0,61.0,89.0,71.0,79.0,65.0,12.0,84.5,82.33,58.0
254,이탈리아,manuellocatelli,Juventus,27.0,Italy,nicolobarella,28.0,87.0,87.0,84.0,88.0,91.0,79.0,82.0,89.0,66.0,80.0,78.0,12.0,88.0,81.67,77.0
255,이탈리아,nicolobarella,Inter,28.0,Italy,nicolorovella,23.0,79.0,80.0,78.0,74.0,77.0,67.0,75.0,85.0,62.0,72.0,77.0,9.33,81.0,76.33,52.0
256,이탈리아,nicolorovella,Lazio,23.0,Italy,sandrotonali,25.0,86.0,85.0,78.0,84.0,84.0,78.0,78.0,83.0,82.0,85.0,79.0,9.0,84.5,82.0,69.0
257,이탈리아,sandrotonali,Newcastle United,25.0,Italy,francescopioesposito,20.0,72.0,72.0,71.0,60.0,72.0,56.0,60.0,65.0,75.0,69.0,67.0,8.33,62.0,32.33,76.0
258,이탈리아,francescopioesposito,Inter,20.0,Italy,giacomoraspadori,25.0,78.0,84.0,85.0,80.0,79.0,56.0,83.0,60.0,55.0,76.0,74.0,9.67,73.0,22.67,79.0
259,이탈리아,giacomoraspadori,Atletico Madrid,25.0,Italy,mateoretegui,26.0,83.0,84.0,78.0,77.0,80.0,51.0,69.0,74.0,81.0,84.0,74.0,9.67,72.5,29.67,88.0
260,이탈리아,mateoretegui,Al Qadasiya,26.0,Italy,matteopolitano,31.0,81.0,83.0,82.0,80.0,82.0,80.0,81.0,78.0,39.0,78.0,79.0,10.0,79.0,58.0,78.0
261,이탈리아,matteopolitano,Napoli,32.0,Italy,mattiazaccagni,30.0,84.0,87.0,88.0,83.0,83.0,75.0,90.0,81.0,59.0,78.0,87.0,9.33,78.5,55.0,79.0
262,이탈리아,mattiazaccagni,Lazio,30.0,Italy,moussamane,21.0,62.0,56.0,51.0,51.0,59.0,57.0,69.0,67.0,59.0,42.0,68.0,8.0,50.5,61.33,38.0
263,이탈리아,moisekean,Fiorentina,25.0,Italy,riccardoorsolini,28.0,82.0,83.0,85.0,76.0,78.0,85.0,81.0,74.0,71.0,83.0,78.0,9.67,75.5,46.67,80.0
264,모로코,riccardoorsolini,Bologna,28.0,Morocco,ahmedkhatir,20.0,53.0,38.0,26.0,49.0,48.0,26.0,53.0,57.0,71.0,40.0,58.0,10.67,35.0,51.67,25.0
265,모로코,elmehdialharrar,Raja Casablanca,24.0,Morocco,ahmedkhatir,20.0,53.0,38.0,26.0,49.0,48.0,26.0,53.0,57.0,71.0,40.0,58.0,10.67,35.0,51.67,25.0
266,모로코,munir,RSB Berkane,36.0,Morocco,ahmedkhatir,20.0,53.0,38.0,26.0,49.0,48.0,26.0,53.0,57.0,71.0,40.0,58.0,10.67,35.0,51.67,25.0
267,모로코,rachidghanimi,FUS Rabat,,Morocco,nassimboujellab,26.0,62.0,68.0,70.0,55.0,57.0,52.0,68.0,53.0,48.0,63.0,58.0,10.67,57.0,53.33,59.0
268,모로코,yassinebounou,Al Hilal,34.0,Morocco,ahmedkhatir,20.0,53.0,38.0,26.0,49.0,48.0,26.0,53.0,57.0,71.0,40.0,58.0,10.67,35.0,51.67,25.0
269,모로코,achrafdari,Al Ahly SC,26.0,Morocco,ahmedkhatir,20.0,53.0,38.0,26.0,49.0,48.0,26.0,53.0,57.0,71.0,40.0,58.0,10.67,35.0,51.67,25.0
270,모로코,achrafhakimi,Paris Saint-Germain,26.0,Morocco,hamidahadad,30.0,64.0,59.0,60.0,50.0,56.0,42.0,70.0,61.0,74.0,67.0,72.0,11.33,56.0,19.33,65.0
