,Nation,Eng_Nation,Name,Club,Position,Age,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,FS_14,Position_Class
697,이란,Iran,Seyed Majid Hosseiniمجید حسینی,Kayserispor,CB,29,68,51,42,66,63,28,52,74,75,46,60,10.33,62.0,68.0,22,DF
698,이란,Iran,Seyed Allahyar Sayyadmanesh Shiadehالهیار صیادمنش,KVC Westerlo,LM,24,74,75,75,60,66,73,85,79,78,73,88,10.67,68.0,47.0,73,MF
699,이란,Iran,Ali Gholizadehعلی قلی‌زاده,Lech Poznań,RM,29,71,70,72,69,65,68,74,74,62,69,69,10.67,68.5,47.33,68,MF
700,이란,Iran,Ali Karimiعلی کریمی,Kayserispor,CDM,31,67,72,66,67,67,58,64,69,74,64,48,6.67,67.0,62.67,60,MF
701,이란,Iran,Mehdi Taremiمهدی طارمی,Olympiacos FC,ST,32,78,80,78,84,76,70,77,65,77,75,72,10.67,72.0,34.67,80,FW
702,이집트,Egypt,Ahmed Elsayed Ali Elsayed Hegazyأحمد حجازي,NEOM SC,CB,34,75,60,53,60,72,21,34,54,90,27,33,10.67,70.0,73.67,30,DF
703,이집트,Egypt,Mohamed Abdelmonemمحمد عبد المنعم,OGC Nice,CB,26,74,62,58,74,68,56,63,63,77,56,62,11.33,72.5,74.0,34,DF
704,이집트,Egypt,Rami Hisham Abdel Aziz Rabia,Al Ain,CB,32,67,58,50,63,58,43,58,65,75,66,61,11.0,62.5,67.0,39,DF
705,이집트,Egypt,Omar Fayedعمر فايد,FC Arouca,CB,21,65,56,58,60,56,44,60,59,75,59,59,10.67,59.0,65.33,25,DF
706,이집트,Egypt,Mohamed Salah Hamed Ghalyمحمد صلاح,Liverpool,RM,33,91,90,90,93,94,86,88,88,75,83,89,13.0,84.5,40.67,94,MF
707,이집트,Egypt,Sonny Sharples-Ahmedسوني شاربلز,Bolton Wanderers,CM,20,52,54,52,50,53,49,68,52,49,49,66,10.33,54.0,47.33,44,MF
708,이집트,Egypt,Omar Khaled Mohamed Marmoush,Manchester City,ST,26,84,86,87,84,85,64,87,76,67,85,90,10.0,74.0,27.33,87,FW
709,이집트,Egypt,Mostafa Mohamed Ahmed Abdallaمصطفى محمد,FC Nantes,ST,27,73,70,65,64,67,52,68,71,86,81,72,11.33,57.0,30.33,72,FW
710,이집트,Egypt,Ahmed Hassan Mahgoubأحمد حسن محجوب,Al Ettifaq,ST,32,72,70,64,72,74,34,52,60,83,79,51,13.33,59.5,21.33,74,FW
711,이집트,Egypt,Karim Ashraf Ahmed,Al Akhdoud Saudi Club,ST,21,53,51,46,44,48,30,63,55,75,56,67,10.0,39.0,27.67,51,FW
712,이탈리아,Italy,Gianluigi Donnarumma,Manchester City,GK,26,89,30,28,54,87,12,50,41,75,53,55,89.0,35.0,17.0,12,GK
713,이탈리아,Italy,Marco Carnesecchi,Atalanta,GK,25,84,21,14,40,71,11,24,28,55,53,39,85.67,33.5,15.67,8,GK
714,이탈리아,Italy,Ivan Provedel,Lazio,GK,31,82,22,16,68,75,21,44,28,56,60,40,83.33,58.5,22.33,17,GK
715,이탈리아,Italy,Alessandro Bastoni,Inter,CB,26,87,82,74,85,89,72,71,81,81,59,77,11.33,83.0,87.0,39,DF
716,이탈리아,Italy,Federico Dimarco,Inter,LB,27,85,86,79,78,83,87,83,84,72,81,78,7.67,83.5,80.33,74,DF
717,이탈리아,Italy,Francesco Acerbi,Inter,CB,37,84,72,65,86,88,34,61,73,84,75,54,11.67,80.5,86.0,37,DF
718,이탈리아,Italy,Gianluca Mancini,Roma,CB,29,83,76,59,83,85,34,65,84,79,51,74,9.0,71.0,83.0,48,DF
719,이탈리아,Italy,Giovanni Di Lorenzo,Napoli,RB,31,83,78,76,74,80,79,83,90,74,75,85,8.33,74.0,79.33,72,DF
720,이탈리아,Italy,Alessandro Buongiorno,Napoli,CB,26,82,71,60,77,84,63,65,78,78,65,72,12.0,72.0,83.0,36,DF
721,이탈리아,Italy,Alessio Romagnoli,Lazio,CB,30,82,73,68,77,82,36,65,77,80,63,64,8.67,71.5,84.0,30,DF
722,이탈리아,Italy,Matteo Darmian,Inter,RB,35,81,79,72,79,83,74,68,75,64,69,74,8.33,77.5,82.0,60,DF
723,이탈리아,Italy,Federico Gatti,Juventus,CB,27,80,68,62,78,79,38,73,74,81,68,78,7.67,64.5,81.0,30,DF
724,이탈리아,Italy,Nicolò Barella,Inter,CM,28,87,87,84,88,91,79,82,89,66,80,78,12.0,88.0,81.67,77,MF
725,이탈리아,Italy,Sandro Tonali,Newcastle United,CDM,25,86,85,78,84,84,78,78,83,82,85,79,9.0,84.5,82.0,69,MF
726,이탈리아,Italy,Manuel Locatelli,Juventus,CDM,27,84,81,76,82,82,73,61,89,71,79,65,12.0,84.5,82.33,58,MF
727,이탈리아,Italy,Mattia Zaccagni,Lazio,LM,30,84,87,88,83,83,75,90,81,59,78,87,9.33,78.5,55.0,79,MF
728,이탈리아,Italy,Riccardo Orsolini,Bologna,RM,28,82,83,85,76,78,85,81,74,71,83,78,9.67,75.5,46.67,80,MF
729,이탈리아,Italy,Davide Frattesi,Inter,CM,25,81,83,82,81,83,67,84,80,64,76,80,8.67,81.5,73.0,79,MF
730,이탈리아,Italy,Federico Chiesa,Liverpool,RM,27,81,81,84,80,80,75,88,63,67,84,87,7.33,75.5,41.67,80,MF
731,이탈리아,Italy,Lorenzo Pellegrini,Roma,CAM,29,80,84,78,78,79,74,76,77,70,79,74,12.0,82.0,73.0,76,MF
732,이탈리아,Italy,Moise Bioty Kean,Fiorentina,ST,25,83,83,82,77,78,51,84,82,72,87,87,9.67,57.0,35.33,88,FW
733,이탈리아,Italy,Mateo Retegui,Al Qadsiah FC,ST,26,83,84,78,77,80,51,69,74,81,84,74,9.67,72.5,29.67,88,FW
734,이탈리아,Italy,Domenico Berardi,Sassuolo,RW,30,82,84,83,78,82,77,84,75,58,80,80,5.33,79.0,30.67,81,FW
735,이탈리아,Italy,Matteo Politano,Napoli,RW,31,81,83,82,80,82,80,81,78,39,78,79,10.0,79.0,58.0,78,FW
736,이탈리아,Italy,Gianluca Scamacca,Atalanta,ST,26,79,80,74,79,76,44,61,51,83,83,69,10.33,72.5,29.33,83,FW
737,이탈리아,Italy,Ciro Immobile,Bologna,ST,35,78,77,76,76,77,55,68,67,72,82,68,8.0,66.0,33.0,79,FW
738,일본,Japan,Zion Suzuki鈴木 彩艶,Parma,GK,22,74,11,14,39,67,12,55,23,78,53,58,74.0,22.0,12.33,6,GK
739,일본,Japan,Yohei Takaoka高丘 陽平,Vancouver Whitecaps FC,GK,29,72,15,11,21,69,13,42,18,61,50,33,71.33,23.5,14.67,9,GK
740,일본,Japan,Leo Brian Kokubo小久保 玲央 ブライアン,Sint-Truidense VV,GK,24,70,22,20,35,66,21,45,22,47,47,35,71.33,34.5,12.33,11,GK
741,일본,Japan,Hiroki Ito伊藤 洋輝,FC Bayern München,CB,26,78,77,69,76,82,68,74,59,77,78,74,11.0,78.5,79.33,48,DF
742,일본,Japan,Ko Itakura板倉 滉,Ajax,CB,28,77,74,75,76,76,34,77,76,75,67,74,11.67,75.5,78.33,60,DF
743,일본,Japan,Koki Machida町田 浩樹,TSG 1899 Hoffenheim,CB,27,76,68,48,62,73,47,72,77,88,63,83,9.33,70.0,73.67,34,DF
744,일본,Japan,Tsuyoshi Watanabe渡辺 剛,Feyenoord,CB,28,75,66,53,65,72,25,76,74,82,52,76,12.33,67.0,76.0,33,DF
745,일본,Japan,Seiya Maikuma毎熊 晟矢,AZ Alkmaar,RB,27,74,71,69,72,74,72,77,81,72,66,70,10.0,67.0,71.33,58,DF
746,일본,Japan,Yukinari Sugawara菅原 由勢,SV Werder Bremen,RB,25,74,72,71,70,71,76,75,75,67,65,75,9.33,72.5,71.0,48,DF
747,일본,Japan,Kota Takai高井 幸大,Tottenham Hotspur,CB,20,72,62,65,66,70,39,64,55,76,41,68,11.67,63.5,72.0,28,DF
748,일본,Japan,Miki Yamane山根 視来,LA Galaxy,RB,31,72,68,71,68,70,67,71,82,70,70,82,12.0,69.0,68.0,58,DF
749,일본,Japan,Hiroki Sekine関根 大輝,Stade de Reims,RB,22,71,59,56,53,68,63,74,80,69,42,68,9.33,53.0,71.0,26,DF
750,일본,Japan,Kaoru Mitoma三笘 薫,Brighton & Hove Albion,LM,28,82,88,87,84,77,77,88,75,60,69,87,11.0,72.5,57.0,79,MF
751,일본,Japan,Ritsu Doan堂安 律,Eintracht Frankfurt,RM,27,82,84,86,75,79,77,86,90,59,67,78,11.67,75.0,39.0,75,MF
752,일본,Japan,Takefusa Kubo久保 建英,Real Sociedad,RM,24,82,84,86,80,80,80,89,74,60,77,84,8.67,76.0,43.0,79,MF
753,일본,Japan,Wataru Endo遠藤 航,Liverpool,CDM,32,79,78,76,79,77,58,66,77,67,76,52,8.33,78.5,77.33,67,MF
754,일본,Japan,Kaishu Sano佐野 海舟,1. FSV Mainz 05,CDM,24,79,75,76,76,78,53,76,92,65,65,81,7.67,75.5,74.33,43,MF
755,일본,Japan,Hidemasa Morita守田 英正,Sporting CP,CM,30,79,81,80,79,79,70,67,83,77,72,68,7.0,80.0,75.0,75,MF
756,일본,Japan,Takumi Minamino南野 拓実,AS Monaco,LM,30,78,80,81,78,77,73,84,74,58,71,71,12.67,73.0,35.33,76,MF
757,일본,Japan,Daichi Kamada鎌田 大地,Crystal Palace,CM,28,77,79,77,74,79,74,74,75,55,65,68,7.67,78.0,63.0,74,MF
758,일본,Japan,Daizen Maeda前田 大然,Celtic,LW,27,79,71,73,76,85,69,94,95,67,78,91,8.67,65.5,62.67,82,FW
759,일본,Japan,Kyogo Furuhashi古橋 亨梧,Birmingham City,ST,30,75,76,69,77,79,61,86,85,51,79,83,11.67,67.5,46.67,74,FW
760,일본,Japan,Shuto Machino町野 修斗,Borussia Mönchengladbach,ST,25,75,76,77,67,69,58,74,80,75,82,91,9.0,68.0,34.0,74,FW
761,일본,Japan,Ayase Ueda上田 綺世,Feyenoord,ST,26,74,69,65,79,76,47,75,72,70,73,73,9.33,54.0,22.0,78,FW
762,일본,Japan,Ado Onaiwuオナイウ 阿道,1. FC Magdeburg,ST,29,72,71,69,66,69,61,80,65,72,72,77,9.67,63.0,35.0,73,FW
763,일본,Japan,Yuki Ohashi大橋 祐紀,Blackburn Rovers,ST,28,69,67,68,65,70,53,68,75,68,68,73,9.33,53.0,32.33,70,FW
764,잉글랜드,England,Jordan Lee Pickford,Everton,GK,31,84,42,20,65,82,17,57,40,72,66,47,84.0,60.0,17.67,19,GK
765,잉글랜드,England,Dean Bradley Henderson,Crystal Palace,GK,28,81,35,13,60,81,14,55,32,64,58,56,81.33,46.5,14.33,9,GK
766,잉글랜드,England,Nicholas David Pope,Newcastle United,GK,33,81,25,15,63,78,11,50,35,75,51,47,80.33,47.0,16.0,14,GK
767,잉글랜드,England,Trent John Alexander-Arnold,Real Madrid,RB,26,86,85,79,82,85,93,72,89,68,85,79,9.0,89.0,79.67,64,DF
768,잉글랜드,England,Benjamin William White,Arsenal,RB,27,83,79,74,81,84,77,68,78,77,53,71,6.33,79.5,83.0,30,DF
769,잉글랜드,England,Addji Keaninkin Marc-Israel Guéhi,Crystal Palace,CB,24,82,76,72,76,83,58,68,73,80,49,69,10.67,78.5,84.33,42,DF
770,잉글랜드,England,John Stones,Manchester City,CB,31,82,79,74,85,82,63,65,53,78,68,64,8.33,80.5,84.33,54,DF
771,잉글랜드,England,Ezri Konsa Ngoyo,Aston Villa,CB,27,82,78,73,81,84,65,72,79,78,69,78,12.0,75.0,83.33,55,DF
772,잉글랜드,England,Oluwafikayomi Oluwadamilola Tomori,AC Milan,CB,27,81,70,61,81,83,53,78,74,76,56,84,9.33,70.0,81.67,33,DF
773,잉글랜드,England,Reece James,Chelsea,RB,25,81,79,78,82,80,88,75,67,86,85,76,10.67,80.5,81.33,67,DF
774,잉글랜드,England,Levi Lemar Samuel Colwill,Chelsea,CB,22,80,77,70,79,78,65,66,77,79,60,73,13.0,75.5,80.67,38,DF
775,잉글랜드,England,Jacob Harry Maguire,Manchester United,CB,32,80,71,68,79,78,51,37,66,89,82,34,12.33,80.5,78.33,48,DF
776,잉글랜드,England,Jude Victor William Bellingham,Real Madrid,CAM,22,90,91,91,90,91,66,81,94,80,86,80,9.0,89.5,77.67,88,MF
777,잉글랜드,England,Cole Jermaine Palmer,Chelsea,CAM,23,87,89,87,89,88,85,76,83,60,85,75,11.67,86.5,46.67,82,MF
778,잉글랜드,England,Declan Rice,Arsenal,CDM,26,87,84,82,86,85,88,71,92,78,87,73,7.33,86.0,84.0,64,MF
779,잉글랜드,England,James Daniel Maddison,Tottenham Hotspur,CM,28,84,87,86,87,80,84,70,78,56,83,65,12.33,86.0,58.0,80,MF
780,잉글랜드,England,Eberechi Oluchi Eze,Arsenal,CAM,27,83,87,87,87,82,76,73,76,68,81,75,11.33,80.5,46.67,79,MF
781,잉글랜드,England,Jarrod Bowen,West Ham United,RM,28,83,82,82,80,84,80,78,83,66,80,74,10.33,76.5,42.33,84,MF
782,잉글랜드,England,Morgan Elliot Rogers,Aston Villa,CAM,22,82,84,86,85,82,75,74,83,80,76,79,10.67,80.0,63.0,80,MF
783,잉글랜드,England,Morgan Anthony Gibbs-White,Nottingham Forest,CAM,25,82,85,83,84,82,80,76,80,68,79,75,11.0,83.5,59.0,77,MF
784,잉글랜드,England,Harry Edward Kane,FC Bayern München,ST,31,89,87,80,92,94,80,62,76,86,91,66,11.0,82.5,42.67,93,FW
785,잉글랜드,England,Bukayo Saka,Arsenal,RW,23,88,88,89,82,88,90,87,86,68,79,81,9.67,81.0,60.67,84,FW
786,잉글랜드,England,Philip Walter Foden,Manchester City,RW,25,85,89,89,85,82,80,83,83,41,89,79,10.33,81.5,55.33,82,FW
787,잉글랜드,England,Oliver George Arthur Watkins,Aston Villa,ST,29,84,79,81,77,85,67,77,88,76,84,77,10.0,71.5,42.33,85,FW
788,잉글랜드,England,Anthony Michael Gordon,Newcastle United,LW,24,83,83,85,81,83,81,89,87,61,78,92,6.67,72.5,51.0,81,FW
789,잉글랜드,England,Jacob Kai Murphy,Newcastle United,RW,30,81,80,82,78,81,84,80,82,69,84,83,9.67,73.0,60.67,80,FW
790,체코,Czech Republic,Jindřich Staněk,SK Slavia Praha,GK,29,76,27,17,48,72,16,36,26,68,59,35,76.0,20.5,14.67,15,GK
791,체코,Czech Republic,Matěj Kovář,PSV,GK,25,75,35,22,63,67,15,26,28,55,59,37,75.33,46.5,12.0,9,GK
792,체코,Czech Republic,Martin Jedlička,Viktoria Plzeň,GK,27,75,22,11,38,71,11,33,22,62,53,37,74.67,43.0,12.0,6,GK
793,체코,Czech Republic,Ladislav Krejčí,Wolverhampton Wanderers,CB,26,78,72,69,75,75,56,68,79,85,78,75,9.67,74.5,75.0,62,DF
794,체코,Czech Republic,Tomáš Holeš,SK Slavia Praha,CB,32,76,70,65,73,74,73,74,77,81,72,74,9.0,70.0,75.0,52,DF
795,체코,Czech Republic,Filip Panák,Sparta Praha,CB,29,74,74,66,81,74,54,68,67,84,52,71,8.0,75.0,71.0,51,DF
796,체코,Czech Republic,David Zima,SK Slavia Praha,CB,24,74,63,60,73,73,36,72,71,78,61,80,8.33,62.5,75.33,30,DF
797,체코,Czech Republic,Martin Vitík,Bologna,CB,22,74,67,63,67,71,31,71,63,81,60,75,11.0,65.0,74.0,33,DF
798,체코,Czech Republic,Jan Bořil,SK Slavia Praha,CB,34,74,69,64,70,74,70,63,70,80,74,66,11.67,71.0,72.67,58,DF
799,체코,Czech Republic,Václav Jemelka,Viktoria Plzeň,CB,30,74,70,68,70,70,65,64,71,80,56,68,10.67,71.0,71.33,44,DF
800,체코,Czech Republic,Pavel Kadeřábek,Sparta Praha,RB,33,74,73,69,72,75,77,73,76,75,64,61,10.0,70.0,72.0,34,DF
801,체코,Czech Republic,Tomáš Vlček,SK Slavia Praha,CB,24,73,69,66,61,69,42,74,64,80,57,75,7.67,68.5,71.67,32,DF
802,체코,Czech Republic,Lukáš Provod,SK Slavia Praha,CAM,28,78,79,79,79,79,78,71,85,85,82,80,12.0,78.5,63.0,71,MF
803,체코,Czech Republic,Tomáš Souček,West Ham United,CDM,30,78,75,71,73,78,68,42,87,80,73,47,8.33,75.0,77.67,72,MF
804,체코,Czech Republic,Pavel Šulc,Olympique Lyonnais,CAM,24,77,77,78,78,77,74,72,85,54,66,70,12.0,75.5,40.0,78,MF
805,체코,Czech Republic,Václav Černý,Beşiktaş JK,RM,27,77,77,78,68,74,70,87,89,54,72,83,11.0,65.0,37.67,74,MF
806,체코,Czech Republic,Michal Sadílek,SK Slavia Praha,CDM,26,76,74,68,70,71,69,74,86,74,71,36,12.0,79.5,72.67,50,MF
807,체코,Czech Republic,Antonín Barák,Sampdoria,CM,30,75,77,75,78,74,75,70,78,73,80,68,12.33,76.5,64.0,71,MF
808,체코,Czech Republic,Pavel Bucha,FC Cincinnati,CM,27,75,76,76,75,75,72,76,81,64,71,67,10.33,75.0,68.33,68,MF
809,체코,Czech Republic,Matěj Šín,AZ Alkmaar,CAM,21,74,77,76,73,74,69,70,77,71,63,72,10.67,73.0,52.0,68,MF
810,체코,Czech Republic,Patrik Schick,Bayer 04 Leverkusen,ST,29,85,83,81,85,85,64,72,69,85,85,72,11.33,71.0,30.67,86,FW
811,체코,Czech Republic,Adam Hložek,TSG 1899 Hoffenheim,ST,22,77,78,78,76,75,69,78,77,83,84,78,10.67,71.5,26.0,77,FW
812,체코,Czech Republic,Tomáš Chorý,SK Slavia Praha,ST,30,75,72,66,74,75,44,47,75,95,77,65,9.0,62.0,28.0,76,FW
813,체코,Czech Republic,Vasil Kušej,SK Slavia Praha,LW,25,74,77,79,67,65,68,82,67,64,66,74,11.67,65.0,19.33,73,FW
814,체코,Czech Republic,Matěj Vydra,Viktoria Plzeň,ST,33,74,72,71,72,76,66,78,66,75,74,75,12.67,63.5,32.67,73,FW
815,체코,Czech Republic,Mojmír Chytil,SK Slavia Praha,ST,26,74,73,66,68,73,43,71,74,88,74,75,8.0,52.0,23.33,74,FW
816,칠레,Chile,Gabriel Arias Arroyo,Racing Club,GK,37,77,40,25,45,76,15,45,35,67,54,44,76.0,40.0,24.0,18,GK
817,칠레,Chile,Brayan Josué Cortés Fernández,Peñarol,GK,30,72,37,13,63,67,29,48,40,70,53,48,71.33,50.0,15.67,14,GK
818,칠레,Chile,Gabriel Jesús Castellón Velázquez,Universidad de Chile,GK,31,72,25,18,51,69,9,45,34,80,44,40,72.67,43.0,18.0,14,GK
819,칠레,Chile,Paulo César Díaz Huincales,River Plate,CB,30,76,70,70,79,73,70,71,81,76,70,74,14.33,76.0,75.33,51,DF
820,칠레,Chile,Guillermo Alfonso Maripán Loaysa,Torino,CB,31,76,63,49,75,70,41,32,65,84,58,33,11.67,71.0,76.67,39,DF
821,칠레,Chile,Gabriel Alonso Suazo Urbina,Sevilla FC,LB,27,74,72,70,74,74,70,67,82,71,67,69,11.67,69.0,73.0,60,DF
822,칠레,Chile,Sebastián Ignacio Vegas Orellana,Colo-Colo,CB,28,73,68,63,69,68,63,62,73,78,67,68,8.33,66.5,72.33,48,DF
823,칠레,Chile,Matías Ezequiel Catalán Echevarría,Talleres,CB,32,73,68,63,70,71,59,81,73,81,58,80,12.0,72.0,74.0,59,DF
824,칠레,Chile,Cristian Fernando Suárez Figueroa,CD Palestino,CB,38,72,63,57,71,72,62,58,71,71,45,76,10.0,68.5,73.0,40,DF
825,칠레,Chile,Matías Ezequiel Zaldivia,Universidad de Chile,CB,34,71,55,50,68,69,63,39,67,79,47,34,9.33,64.0,70.33,32,DF
826,칠레,Chile,Gary Alexis Medel Soto,Universidad Católica,CB,37,71,67,60,71,75,50,47,64,72,65,48,8.67,66.5,72.67,32,DF
827,칠레,Chile,Erwin Branco Ampuero Vera,Universidad Católica,CB,31,71,52,36,62,71,44,42,59,81,42,53,12.0,63.5,71.33,28,DF
828,칠레,Chile,Carlos Alonso Enrique Palacios Núñez,Boca Juniors,CAM,24,76,76,78,70,69,72,88,71,76,72,79,12.0,72.5,27.33,74,MF
829,칠레,Chile,Diego Alfonso Valdés Contreras,Vélez Sarsfield,CAM,31,75,78,77,74,70,67,74,70,74,77,73,8.0,74.5,52.0,67,MF
830,칠레,Chile,Charles Mariano Aránguiz Sandoval,Universidad de Chile,CM,36,74,78,71,73,69,75,34,61,63,78,34,12.0,78.0,64.0,65,MF
831,칠레,Chile,Benjamin Anthony Brereton Díaz,Derby County,LM,26,74,73,75,72,74,68,80,78,80,75,81,10.67,63.0,38.33,75,MF
832,칠레,Chile,Claudio Andrés Baeza Baeza,Vélez Sarsfield,CDM,31,73,73,70,68,71,65,67,82,72,71,65,11.33,71.0,69.0,66,MF
833,칠레,Chile,Arturo Erasmo Vidal Pardo,Colo-Colo,CM,38,73,75,68,74,72,74,52,62,73,80,50,3.33,73.5,73.33,64,MF
834,칠레,Chile,Marcelino Ignacio Núñez Espinoza,Ipswich Town,CM,25,73,73,72,77,73,68,63,81,65,81,62,11.0,74.5,64.33,63,MF
835,칠레,Chile,Joe Axel Abrigo Navarro,CD Palestino,CAM,30,72,74,74,70,64,60,79,41,46,63,78,8.33,72.0,43.33,66,MF
836,칠레,Chile,Alexis Alejandro Sánchez Sánchez,Sevilla FC,ST,36,76,82,80,80,76,76,71,51,58,76,65,11.67,77.0,41.33,78,FW
837,칠레,Chile,Fernando Matías Zampedri,Universidad Católica,ST,37,74,69,69,67,67,50,55,52,82,81,61,10.0,58.0,25.0,81,FW
838,칠레,Chile,Lucas Antonio Cepeda Barturen,Colo-Colo,LW,22,72,72,71,65,64,69,83,75,79,78,81,10.67,66.5,49.33,72,FW
839,칠레,Chile,Darío Esteban Osorio Osorio,FC Midtjylland,RW,21,72,70,77,64,67,69,77,71,64,73,83,8.0,66.5,41.0,70,FW
840,칠레,Chile,Pablo Mauricio Aránguiz Salazar,Unión Española,LW,28,71,74,74,67,59,62,83,70,45,69,78,13.67,69.0,35.33,64,FW
841,칠레,Chile,Felipe Andrés Mora Aliaga,Portland Timbers,ST,31,71,70,70,70,68,32,72,61,67,72,71,10.67,64.5,21.0,73,FW
842,카메룬,Cameroon,André Onana,Trabzonspor,GK,29,80,40,26,65,76,15,62,40,78,64,60,80.33,57.5,14.67,12,GK
843,카메룬,Cameroon,Simon Brady Ngapandouetnbu,Montpellier HSC,GK,22,66,19,13,28,47,21,28,26,55,47,15,68.67,23.0,17.0,7,GK
844,카메룬,Cameroon,Devis Rogers Epassy Mboka,Dinamo Bucureşti,GK,32,65,23,18,31,64,12,41,33,65,44,43,65.33,25.5,16.67,17,GK
845,카메룬,Cameroon,Flavien Enzo Thiedort Boyomo,CA Osasuna,CB,23,78,70,31,63,70,34,72,80,83,52,75,10.67,65.0,79.0,35,DF
846,카메룬,Cameroon,Harold Desty Moukoudi,AEK Athens,CB,27,76,64,55,75,68,36,45,76,93,50,53,12.0,67.0,74.33,31,DF
847,카메룬,Cameroon,Jackson Tchatchoua,Wolverhampton Wanderers,RB,24,74,73,76,64,65,75,87,88,73,67,91,8.67,62.0,67.67,56,DF
848,카메룬,Cameroon,Michael Ngadeu Ngadjui,Beijing Guoan,CB,34,73,58,50,60,65,42,51,73,91,63,71,7.0,72.5,71.33,34,DF
849,카메룬,Cameroon,Darlin Zidane Yongwa Ngameni,FC Lorient,LB,24,72,69,64,63,66,69,81,78,70,35,88,11.33,62.0,70.0,41,DF
850,카메룬,Cameroon,Duplexe Tchamba Bangou,Casa Pia,CB,26,71,62,51,53,59,38,65,72,80,40,72,9.0,57.5,69.33,32,DF
851,카메룬,Cameroon,Nouhou Tolo,Seattle Sounders FC,LB,28,71,59,58,61,67,60,84,83,76,54,84,9.33,53.5,70.0,28,DF
852,카메룬,Cameroon,Enzo Gianni Tchato Mbiayi,Montpellier HSC,RB,22,71,68,66,56,68,67,84,69,67,42,86,9.67,58.5,68.0,53,DF
853,카메룬,Cameroon,Joyskim Aurélien Dawa Tchakonte,FCSB,CB,29,70,45,43,60,67,41,77,81,83,67,79,11.33,55.5,69.67,50,DF
854,카메룬,Cameroon,André-Frank Zambo Anguissa,Napoli,CM,29,82,82,79,80,84,62,74,89,82,75,76,10.0,81.5,77.67,76,MF
855,카메룬,Cameroon,Carlos Noom Quomah Baleba,Brighton & Hove Albion,CDM,21,81,80,82,80,80,65,75,81,79,85,74,12.67,80.5,79.0,63,MF
856,카메룬,Cameroon,Yvan Neyou Noupa,Getafe CF,CM,28,75,78,78,75,72,67,56,78,64,64,67,12.33,75.5,73.67,64,MF
857,카메룬,Cameroon,Jules Olivier Ntcham,Samsunspor,CDM,29,73,76,74,76,69,68,70,77,76,82,75,6.67,75.5,66.33,68,MF
858,카메룬,Cameroon,Olivier Kemen,Medipol Başakşehir FK,CM,28,72,72,74,72,75,58,74,84,82,75,80,12.0,71.5,69.0,70,MF
859,카메룬,Cameroon,Nathan Ngoumou Minpole,Borussia Mönchengladbach,RM,25,72,72,73,67,69,64,83,70,67,77,94,10.67,63.5,35.33,69,MF
860,카메룬,Cameroon,Arthur Avom Ebong,FC Lorient,CM,20,71,78,72,71,66,59,71,81,63,58,69,12.33,71.5,66.0,52,MF
861,카메룬,Cameroon,Jean Emile Junior Onana Onana,Genoa,CM,25,71,74,73,72,67,59,53,64,83,77,54,10.0,73.5,68.33,61,MF
862,카메룬,Cameroon,Bryan Tetsadong Marceau Mbeumo,Manchester United,RW,25,85,84,83,83,81,84,90,85,71,83,87,11.33,74.5,43.67,87,FW
863,카메룬,Cameroon,Jean-Eric Maxim Choupo-Moting,New York Red Bulls,ST,36,75,77,79,75,73,67,45,55,81,78,72,10.33,67.5,29.0,75,FW
864,카메룬,Cameroon,Serge Patrick Njoh Soko,UD Almería,ST,27,73,69,73,60,68,66,91,79,81,75,90,10.67,58.5,33.33,75,FW
865,카메룬,Cameroon,Faris Pemi Moumbagna,Cremonese,ST,25,73,70,65,69,65,52,82,65,88,77,87,7.33,56.0,23.0,74,FW
866,카메룬,Cameroon,Daniel Namaso Edi-Mesumbe Loader,AJ Auxerre,ST,24,73,77,76,67,74,52,79,72,76,71,79,9.67,57.0,19.0,73,FW
867,카메룬,Cameroon,Ignatius Kpene Ganago,New England Revolution,ST,26,72,74,74,70,67,62,79,56,75,79,80,10.0,60.5,23.33,71,FW
868,카타르,Qatar,Meshaal Aissa Mohammed Barshamمشعل برشم,,GK,27,70,14,5,48,67,13,56,28,44,42,48,70.33,19.5,11.0,5,GK
869,카타르,Qatar,Saad Abdullah Mohammed Ebrahim Al Sheebسعد الشيب,,GK,35,65,20,17,15,63,11,50,37,50,48,44,64.67,15.5,12.67,12,GK
870,카타르,Qatar,Salah Zakaria Mohamed Mousa Hassanصلاح زكريا,,GK,26,64,16,13,36,66,12,21,23,65,42,31,63.33,18.0,10.33,5,GK
871,카타르,Qatar,Boualem Khoukhiبوعلام خوخي,,CB,34,71,61,48,68,66,39,56,77,79,77,63,10.0,65.0,70.67,49,DF
872,카타르,Qatar,Lucas Michel Mendesلوكاس منديز,,CB,34,70,68,50,65,67,52,52,67,72,66,53,11.0,67.0,70.33,59,DF
873,카타르,Qatar,Abdelkarim Hassan Al Haj Fadlalla,,LB,31,70,67,65,66,59,71,68,82,81,86,79,8.67,65.0,66.0,57,DF
874,카타르,Qatar,Bassam Hisham Ali Al Rawiبسام هشام الراوي,,RB,27,69,69,61,65,63,52,73,79,74,66,71,10.33,66.0,69.0,38,DF
875,카타르,Qatar,Tarek Salman Suleiman Odehطارق سلمان سليمان عودة,,CB,27,68,65,53,67,71,39,73,75,71,30,73,10.33,67.5,69.0,31,DF
