,name,age,year,nation,current_rating,ball_control,dribbling,composure,reaction,crossing,acceleration,stamina,strength,shot_power,sprint_speed,finishing,gk,passing,defending,mentality_penalties
237,Gonzalo Castro Randon,27,2015,Germany,80,80,80,,82,78,78,82,64,75,77,67,16,83,74,58.0
238,Luis Antonio Valencia Mosquera,28,2015,Ecuador,80,78,81,,78,83,84,82,73,81,86,62,13+1,78,49,69.0
239,Ronaldo Aparecido Rodrigues,31,2015,Brazil,80,68,50,,80,39,67,60,84,90,77,32,16+1,73,84,59.0
240,Kevin Mirallas,26,2015,Belgium,80,82,84,,76,82,89,76,61,77,87,78,15,80,55,75.0
241,Kevin-Prince Boateng,27,2015,Ghana,80,84,80,,84,76,77,78,84,86,77,77,13+1,81,75,66.0
242,Demba Ba,29,2015,Senegal,80,77,79,,81,67,75,75,87,83,78,82,12,70,48,83.0
243,Morgan Schneiderlin,24,2015,France,80,74,71,,78,55,72,90,76,71,64,64,14,82,83,56.0
244,Axel Laurent Angel Lambert Witsel,25,2015,Belgium,80,85,83,,82,70,67,85,79,77,74,71,12,83,73,77.0
245,Beñat Etxebarria Urkiaga,27,2015,Spain,80,80,72,,75,74,69,77,70,90,65,76,14,86,76,70.0
246,Francisco Casilla Cortés,27,2015,Spain,80,25,25,,68,25,32,43,79,25,49,25,80,29,25,25.0
247,Sidney Sam,26,2015,Germany,80,77,83,,77,77,91,66,58,86,90,74,15,77,37,68.0
248,Rui Pedro dos Santos Patrício,26,2015,Portugal,80,25,25,,75,25,45,45,76,38,48,25,80,31,25,32.0
249,Miguel Luís Pinto Veloso,28,2015,Portugal,80,83,76,,78,76,69,75,76,82,67,64,15+1,83,78,72.0
250,Alessio Cerci,26,2015,Italy,80,84,83,,79,81,85,76,77,77,88,76,14,81,31,81.0
251,Éver Maximiliano David Banega,26,2015,Argentina,80,84,81,,80,77,69,69,68,72,67,67,14,86,78,60.0
252,Loïc Alex Teliére Hubert Rémy,27,2015,France,80,76,73,,77,61,89,75,72,78,91,83,15+1,77,24,78.0
253,Simon Thorup Kjær,25,2015,Denmark,80,67,42,,80,48,62,70,83,80,69,32,14,76,83,46.0
254,Federico Julián Fazio,27,2015,Argentina,80,70,47,,79,43,35,67,92,62,52,42,14,78,82,32.0
255,Aurélien Bayard Chedjou Fongang,29,2015,Cameroon,80,67,57,,77,60,72,72,85,75,69,55,14,75,80,56.0
256,Christian Benteke Liolo,23,2015,Belgium,80,79,75,,68,58,79,77,92,85,81,82,12+1,73,30,81.0
257,José María Callejón Bueno,27,2015,Spain,80,83,81,,79,76,89,80,56,80,90,77,12,76,25,63.0
258,Wojciech Tomasz Szczęsny,24,2015,Poland,80,21,25,,76,25,50,38,61,34,40,25,80,31,25,47.0
259,Onur Recep Kıvrak,26,2015,Turkey,80,21,25,,81,25,67,45,67,21,65,25,80,23,25,22.0
260,Artem Dzyuba,25,2015,Russia,80,77,78,,74,66,74,77,92,83,81,82,14,75,25,79.0
261,José Paulo Bezzera Maciel Júnior,25,2015,Brazil,80,81,77,,81,63,76,92,71,76,78,75,15+1,80,79,70.0
262,Alberto Facundo Costa,29,2015,Argentina,80,84,77,,77,82,65,86,70,86,64,70,15,83,76,80.0
263,Kevin Trapp,23,2015,Germany,80,24,25,,79,25,45,45,70,28,52,25,80,25,25,35.0
264,José Salomón Rondón Giménez,24,2015,Venezuela,80,76,75,,73,48,78,68,91,86,81,83,15,69,23,62.0
265,Markel Susaeta Laskurain,26,2015,Spain,80,81,80,,72,85,83,79,61,77,87,77,12,76,22,57.0
266,Daniel Parejo Muñoz,25,2015,Spain,80,86,76,,74,82,60,74,73,80,62,61,13,91,50,82.0
267,Iker Muniaín Goñi,21,2015,Spain,80,81,86,,84,74,90,71,57,69,84,76,14,72,32,61.0
268,Douglas Costa de Souza,23,2015,Brazil,80,84,86,,71,75,86,71,61,78,84,68,15,80,62,77.0
269,Eliaquim Mangala,23,2015,France,80,65,60,,80,64,72,77,86,71,79,26,15,66,77,45.0
270,Stephan El Shaarawy,21,2015,Italy,80,87,83,,71,73,88,74,55,75,86,77,7+1,73,34,73.0
271,Nicolás Hernán Gonzalo Otamendi,26,2015,Argentina,80,63,60,,73,43,71,69,78,59,61,59,14,65,84,44.0
272,Ciro Immobile,24,2015,Italy,80,78,74,,84,54,76,77,77,79,80,85,12,70,32,74.0
273,Romelu Lukaku Menama,21,2015,Belgium,80,80,77,,74,68,82,73,90,84,86,83,14+1,67,25,75.0
274,Marko Baša,31,2015,Montenegro,80,66,54,,73,30,55,69,82,64,68,54,13,80,83,63.0
275,Holger Badstuber,25,2015,Germany,80,71,45,,82,65,52,58,82,75,65,35,15+1,77,81,64.0
276,Maxime Gonalons,25,2015,France,80,77,70,,78,61,65,91,78,79,68,48,13,78,84,66.0
277,Xherdan Shaqiri,22,2015,Switzerland,80,84,86,,80,74,92,78,74,84,84,75,16,79,60,65.0
278,Ricardo Iván Rodríguez Araya,21,2015,Switzerland,80,78,75,,81,88,74,78,74,75,77,35,17,79,81,78.0
279,Dejan Lovren,24,2015,Croatia,80,66,63,,75,58,61,70,86,62,65,32,14,69,83,51.0
280,Enzo Nicolás Pérez,28,2015,Argentina,80,82,82,,84,74,84,88,76,75,77,71,16,80,77,82.0
281,Rodrigo Moreno Machado,23,2015,Spain,80,78,79,,82,65,85,75,71,81,87,81,13,73,28,82.0
282,Dušan Tadić,25,2015,Serbia,80,83,82,,82,75,77,78,67,73,72,66,15,82,33,84.0
283,Marco Verratti,21,2015,Italy,80,85,83,,82,67,72,77,56,66,68,45,17,86,76,64.0
284,Chinenye Emenike,27,2015,Nigeria,80,76,78,,80,48,89,81,90,85,87,81,15,66,20,66.0
285,Julian Draxler,20,2015,Germany,80,84,86,,81,78,78,69,62,81,78,75,15,82,35,62.0
286,Raheem Sterling,19,2015,England,80,82,84,,74,72,94,75,67,67,92,71,16+1,74,58,63.0
287,Íñigo Martínez Berridi,23,2015,Spain,80,66,52,,73,23,77,78,79,82,75,41,16,68,83,31.0
288,Bernard Anício Caldeira Duarte,21,2015,Brazil,80,83,85,,79,78,91,70,21,76,90,73,13,79,36,56.0
289,Omar Luis Cardosa,30,2015,Paraguay,80,72,73,,79,67,32,53,84,90,51,87,15+1,71,32,84.0
290,Robbie Keane,33,2015,Republic of Ireland,79,85,81,,83,65,68,76,65,81,68,82,16,80,25,74.0
291,Morgan De Sanctis,37,2015,Italy,79,24,25,,79,25,34,23,62,41,42,25,79,24,25,30.0
292,Frank Lampard,36,2015,England,79,82,76,,80,81,34,61,74,85,46,82,15+1,84,65,86.0
293,Rio Ferdinand,35,2015,England,79,66,58,,81,45,53,33,81,59,63,39,13+1,74,82,54.0
294,Landon Donovan,32,2015,United States,79,80,75,,79,75,81,81,59,76,82,73,14+1,80,43,74.0
295,Michael Carrick,32,2015,England,79,79,71,,80,72,53,74,64,78,65,63,16+1,86,74,77.0
296,Claudio Miguel Pizarro Bossio,35,2015,Peru,79,81,78,,83,60,60,57,78,78,51,81,13+1,73,25,79.0
297,Fabricio Coloccini,32,2015,Argentina,79,67,62,,81,67,70,68,79,59,68,43,15+1,71,80,57.0
298,Steven Pienaar,32,2015,South Africa,79,84,83,,75,78,78,72,63,76,69,69,15,83,38,62.0
299,Phil Jagielka,31,2015,England,79,62,49,,74,55,66,78,83,69,69,30,35,71,83,59.0
300,Alberto Aquilani,29,2015,Italy,79,83,77,,74,77,58,69,68,83,55,67,15,85,68,72.0
301,Michael Dawson,30,2015,England,79,60,25,,77,25,34,67,82,61,31,21,13,55,80,43.0
302,Martín Gastón Demichelis,33,2015,Argentina,79,58,54,,75,52,32,34,86,47,34,43,11+1,67,79,45.0
303,Maicon Douglas Sisenando,32,2015,Brazil,79,79,78,,80,87,76,78,82,81,79,63,13+1,79,81,65.0
304,Michel Vorm,30,2015,Netherlands,79,34,25,,81,25,60,43,63,22,62,25,79,38,25,40.0
305,Joleon Lescott,31,2015,England,79,60,56,,75,58,53,67,85,65,54,51,12,64,82,47.0
306,Wilfredo Daniel Caballero,32,2015,Argentina,79,29,25,,74,25,52,44,76,22,54,25,79,32,25,25.0
307,Helton da Silva Arruda,36,2015,Brazil,79,36,39,,79,25,64,43,62,39,61,25,79,35,25,26.0
308,Federico Marchetti,31,2015,Italy,79,31,25,,83,25,55,34,62,34,51,25,79,35,25,28.0
309,Darijo Srna,32,2015,Croatia,79,80,71,,82,86,69,80,72,76,74,68,13+1,82,76,83.0
310,Gonzalo Javier Rodríguez,30,2015,Argentina,79,73,59,,75,43,68,69,78,71,67,47,13,72,82,75.0
311,Volkan Demirel,32,2015,Turkey,79,25,24,,65,25,35,38,80,36,40,25,79,26,25,23.0
312,Xabier Prieto Argarate,30,2015,Spain,79,82,80,,79,79,59,64,62,74,66,74,13,84,25,82.0
313,Álvaro Arbeloa Coca,31,2015,Spain,79,62,58,,72,78,69,84,77,71,76,58,13+1,77,80,48.0
314,Juan Francisco Torres Belén,29,2015,Spain,79,79,80,,83,84,79,88,74,70,87,56,16+1,71,81,66.0
315,Ivica Olić,34,2015,Croatia,79,75,77,,81,66,77,87,78,81,82,81,11+1,73,25,74.0
316,Raúl José Trindade Meireles,31,2015,Portugal,79,80,76,,79,77,73,81,73,83,69,70,13+1,83,68,75.0
317,Aaron Lennon,27,2015,England,79,80,83,,77,79,94,75,52,61,91,65,15,79,23,61.0
318,Roman Eremenko,27,2015,Finland,79,81,82,,72,72,81,82,68,78,73,70,13,83,57,60.0
319,Thomas Vermaelen,28,2015,Belgium,79,67,58,,76,62,72,67,79,83,70,55,14,77,80,65.0
320,Manuel Henrique Tavares Fernandes,28,2015,Portugal,79,84,82,,71,78,83,73,70,82,81,70,15,83,80,60.0
321,Gökhan İnler,30,2015,Switzerland,79,78,72,,75,69,69,79,76,88,65,59,13+1,81,79,73.0
322,Francisco Javier García Fernández,27,2015,Spain,79,73,65,,78,68,61,77,89,81,65,59,15,80,82,60.0
323,Valon Behrami,29,2015,Switzerland,79,78,76,,78,70,77,87,77,75,73,55,15,78,83,72.0
324,Vedad Ibišević,29,2015,Bosnia and Herzegovina,79,76,70,,81,66,64,54,77,81,67,87,18,72,26,71.0
325,Younès Kaboul,28,2015,France,79,64,51,,76,55,68,71,86,81,78,20,12,70,84,53.0
326,Lassana Diarra,29,2015,France,79,77,73,,77,68,80,80,54,76,77,38,14+1,80,85,49.0
327,Ashley Williams,29,2015,Wales,79,68,56,,76,31,66,73,86,63,74,36,12,75,82,44.0
328,Rasmus Elm,26,2015,Sweden,79,80,63,,81,73,63,90,70,85,66,59,14,84,75,84.0
329,Roman Shirokov,32,2015,Russia,79,77,74,,77,73,67,72,73,80,69,78,14,85,69,80.0
330,Semih Kaya,23,2015,Turkey,79,58,57,,80,62,72,81,76,52,76,37,14,74,81,25.0
331,Ron Peter Vlaar,29,2015,Netherlands,79,64,60,,75,29,53,75,90,88,68,44,13+1,73,82,72.0
332,Fredy Alejandro Guarín Vásquez,28,2015,Colombia,79,82,83,,78,74,79,83,88,91,79,70,16,81,76,73.0
333,Jonathan Grant Evans,26,2015,Northern Ireland,79,67,38,,81,51,69,74,73,41,78,27,16,77,83,43.0
334,Tim Krul,26,2015,Netherlands,79,24,25,,75,25,50,42,60,22,35,25,79,35,25,41.0
335,Cristian Gabriel Rodríguez Barrotti,28,2015,Uruguay,79,76,81,,84,83,79,75,81,85,79,72,15,78,58,67.0
336,Mario Suárez Mata,27,2015,Spain,79,78,72,,80,65,60,83,84,82,65,63,15,84,81,72.0
337,Raúl García Escudero,27,2015,Spain,79,81,78,,82,78,69,79,81,85,74,70,18,84,70,76.0
338,Fábio Alexandre da Silva Coentrão,26,2015,Portugal,79,78,80,,82,80,83,86,68,68,78,64,16+1,74,75,53.0
339,Mikel González de Martín Martínez,28,2015,Spain,79,53,44,,70,51,68,76,84,61,69,41,15,71,81,48.0
340,Lucas Pezzini Leiva,27,2015,Brazil,79,75,69,,78,63,57,77,73,71,63,23,12+1,80,80,61.0
341,Kévin Gameiro,27,2015,France,79,78,71,,83,69,83,71,61,71,78,83,11+1,77,33,76.0
342,Gustavo Adrián Ramos Vásquez,28,2015,Colombia,79,78,76,,78,68,83,75,75,76,88,83,14,75,31,73.0
343,Jonas Gonçalves Oliveira,30,2015,Brazil,79,85,80,,80,63,75,69,63,80,78,81,13,75,26,71.0
344,Marouane Fellaini-Bakkioui,26,2015,Belgium,79,75,73,,79,68,55,86,91,73,71,71,14+1,78,77,63.0
345,Yann Sommer,25,2015,Switzerland,79,32,25,,82,25,48,45,68,37,54,25,79,40,25,38.0
346,Olivier Giroud,27,2015,France,79,75,68,,81,63,61,79,87,84,63,76,14+1,76,37,81.0
347,Radja Nainggolan,26,2015,Belgium,79,82,79,,80,73,82,90,73,83,78,63,15,80,81,63.0
348,Sergio Asenjo Andrés,25,2015,Spain,79,23,25,,72,25,59,43,71,38,54,25,79,38,25,25.0
349,Adel Taarabt,25,2015,Morocco,79,83,85,,76,78,83,55,68,72,77,70,8,80,29,76.0
350,Oscar René Cardozo Marín,31,2015,Paraguay,79,74,72,,78,67,32,53,84,90,51,86,15+1,68,25,79.0
351,Dame N'Doye,29,2015,Senegal,79,76,73,,75,54,71,84,87,84,78,82,15,67,30,67.0
352,Séamus Coleman,25,2015,Republic of Ireland,79,78,77,,77,78,78,90,73,75,83,66,14,77,82,52.0
353,Adam David Lallana,26,2015,England,79,82,85,,75,74,76,83,67,68,68,73,14,82,52,61.0
354,Vedran Ćorluka,28,2015,Croatia,79,72,64,,76,67,51,80,84,63,52,37,14,69,82,48.0
355,José Martín Cáceres Silva,27,2015,Uruguay,79,66,60,,76,64,81,78,75,71,83,40,7,61,83,55.0
356,Balázs Dzsudzsák,27,2015,Hungary,79,76,77,,78,88,83,81,66,87,80,75,12+1,73,22,80.0
357,Valentin Stocker,25,2015,Switzerland,79,83,80,,77,80,82,77,73,75,83,80,11,73,68,66.0
358,Bruno Soriano Llido,30,2015,Spain,79,78,72,,80,57,58,79,75,77,61,58,14,84,82,59.0
359,Fernando Francisco Reges,26,2015,Brazil,79,74,70,,78,59,66,84,81,77,69,53,13,75,84,53.0
360,Jonathan Ludovic Biabiany,26,2015,France,79,79,84,,74,78,94,76,65,73,97,65,10,74,39,64.0
361,Leonardo Bonucci,27,2015,Italy,79,72,62,,78,43,65,75,81,65,73,40,7,73,79,51.0
362,César Azpilicueta Tanco,24,2015,Spain,79,75,70,,83,78,79,84,72,68,79,46,13,79,84,66.0
363,Ömer Toprak,24,2015,Turkey,79,70,62,,80,48,75,65,77,62,78,27,15,74,81,47.0
364,Ron-Robert Zieler,25,2015,Germany,79,27,25,,79,25,46,32,55,35,50,25,79,24,25,24.0
365,Mateo Pablo Musacchio,23,2015,Argentina,79,67,43,,80,55,68,76,77,57,70,48,13,73,80,57.0
366,Sven Ulreich,25,2015,Germany,79,25,25,,78,25,44,31,64,23,47,25,79,32,25,21.0
367,本田 圭佑,28,2015,Japan,79,85,79,,63,79,74,72,68,79,74,67,6+1,82,68,75.0
368,Kwadwo Asamoah,25,2015,Ghana,79,80,84,,76,79,85,88,81,83,83,70,8,79,77,59.0
369,Alan Dzagoev,24,2015,Russia,79,81,79,,82,77,82,76,59,78,70,72,16,78,38,83.0
370,Alex Teixeira dos Santos,24,2015,Brazil,79,83,84,,82,71,79,69,56,69,78,77,14,82,70,58.0
371,James Patrick McCarthy,23,2015,Republic of Ireland,79,76,78,,74,68,75,91,77,67,72,65,15,82,81,51.0
372,Pierre-Emerick Emiliano François Aubameyang,25,2015,Gabon,79,76,80,,81,78,96,76,72,77,95,84,13,74,26,74.0
373,Nicolas N'Koulou,24,2015,Cameroon,79,75,63,,79,59,78,73,75,57,79,32,12+1,76,81,49.0
374,Giacomo Bonaventura,24,2015,Italy,79,82,81,,76,79,82,82,68,80,79,73,16,80,67,66.0
375,Vicente Iborra de la Fuente,26,2015,Spain,79,77,64,,69,54,55,79,86,86,55,60,14,80,83,71.0
376,Vicente Guaita Panadero,27,2015,Spain,79,23,25,,75,25,51,32,62,35,52,25,79,38,25,25.0
377,Kamil Jacek Glik,26,2015,Poland,79,55,34,,77,29,49,55,88,57,55,21,14,59,83,28.0
378,Asier Illarramendi Andonegi,24,2015,Spain,79,81,75,,77,73,69,79,67,72,66,52,15,84,75,49.0
379,Sandro Raniere Guimarães Cordeiro,25,2015,Brazil,79,74,75,,79,70,68,85,84,79,76,64,16,80,83,61.0
380,Daley Blind,24,2015,Netherlands,79,79,72,,83,62,68,92,73,67,64,41,15+1,82,79,55.0
381,Eduardo Antonio Salvio,23,2015,Argentina,79,83,85,,74,79,90,74,60,77,86,72,14,74,38,60.0
382,Alex Sandro Lobo Silva,23,2015,Brazil,79,81,83,,82,80,85,86,75,75,83,57,12,76,80,59.0
383,Javier Matías Pastore,25,2015,Argentina,79,86,84,,77,78,62,67,70,78,69,75,15+1,83,48,75.0
384,Ander Herrera Agüera,24,2015,Spain,79,87,83,,81,60,78,68,59,64,75,61,14,88,60,57.0
385,Keylor Navas Gamboa,27,2015,Costa Rica,79,28,25,,77,25,61,41,65,42,52,25,78+1,29,25,29.0
386,Alexandre Lacazette,23,2015,France,79,80,86,,76,66,88,74,74,76,87,82,11,74,33,74.0
387,Víctor Ruíz Torre,25,2015,Spain,79,68,53,,73,53,65,68,85,58,69,36,13,75,84,45.0
388,Rémy Cabella,24,2015,France,79,81,85,,74,76,87,74,54,75,82,78,15,77,68,72.0
389,Phil Jones,22,2015,England,79,68,58,,79,63,63,79,78,67,68,49,14,78,83,54.0
390,Grzegorz Krychowiak,24,2015,Poland,79,73,52,,77,59,55,82,91,80,63,42,14,80,79,75.0
391,Aymen Abdennour,24,2015,Tunisia,79,68,58,,76,66,68,75,90,74,76,50,14,71,79,50.0
392,Lorenzo Insigne,23,2015,Italy,79,86,84,,74,70,93,77,37,69,85,68,12,78,25,61.0
393,Ibai Gómez Pérez,24,2015,Spain,79,82,84,,74,80,83,79,65,85,79,81,13,65,57,64.0
394,Jasper Cillessen,25,2015,Netherlands,79,32,25,,79,25,54,40,67,35,50,25,79,47,25,21.0
395,Francisco Alcácer García,20,2015,Spain,79,81,75,,79,53,81,77,74,81,75,83,14,70,21,70.0
396,Kevin Volland,21,2015,Germany,79,80,79,,79,77,82,89,78,84,80,81,13,79,50,71.0
397,Faustino Marcos Alberto Rojo,24,2015,Argentina,79,65,64,,73,74,73,78,83,78,76,51,13+1,65,81,63.0
398,Gerard Deulofeu Lázaro,20,2015,Spain,79,85,88,,76,74,90,76,57,63,92,72,15,66,26,69.0
399,Daniel Carvajal Ramos,22,2015,Spain,79,79,76,,77,82,79,87,79,62,85,30,16,80,78,45.0
400,João Pedro da Silva Pereira,30,2015,Portugal,79,77,71,,82,83,86,87,68,71,85,52,14+1,72,81,64.0
401,Emre Belözoğlu,33,2015,Turkey,78,80,76,,76,76,72,63,65,79,67,72,13+1,82,67,84.0
402,Martin Stranzl,34,2015,Austria,78,56,47,,79,47,55,64,86,70,53,32,13,68,84,56.0
403,Thierry Henry,36,2015,France,78,84,82,,81,63,72,54,64,75,72,75,15+1,78,25,73.0
404,Sebastian Kehl,34,2015,Germany,78,74,61,,82,57,45,68,80,76,52,55,16,76,82,66.0
405,Brad Friedel,43,2015,United States,78,22,25,,74,25,45,37,74,28,39,25,78,24,25,40.0
406,Ricardo Miguel Moreira da Costa,33,2015,Portugal,78,54,47,,71,40,52,74,85,69,55,24,15,52,74,39.0
407,Kim Källström,31,2015,Sweden,78,82,70,,69,78,60,76,77,82,53,70,15+1,85,65,80.0
408,Joaquín Sánchez Rodríguez,32,2015,Spain,78,83,81,,67,85,76,60,60,73,75,67,13,79,25,73.0
409,Diego Forlán Corazo,35,2015,Uruguay,78,86,80,,73,77,63,60,74,85,68,79,12+1,80,25,81.0
410,Zoran Tošić,27,2015,Serbia,78,84,86,,69,67,87,79,48,76,90,78,13,77,25,66.0
411,Miguel Ángel Moyá Rumbo,30,2015,Spain,78,24,25,,74,25,46,30,57,21,34,25,78,31,25,25.0
412,Gorka Iraizoz Moreno,33,2015,Spain,78,24,25,,80,25,42,33,83,29,53,25,78,28,25,25.0
413,Rubén Castro Martín,33,2015,Spain,78,76,81,,85,59,85,72,61,75,82,83,14,66,25,66.0
414,Kolo Habib Touré,33,2015,Côte d'Ivoire,78,61,52,,70,40,67,66,85,81,79,55,14,71,81,56.0
415,Antonio Di Natale,36,2015,Italy,78,89,79,,77,81,86,55,60,75,71,85,13,81,27,83.0
416,Simon Rolfes,32,2015,Germany,78,76,63,,78,71,62,77,77,68,53,64,15,81,81,69.0
417,Burak Yılmaz,28,2015,Turkey,78,68,71,,81,62,84,81,81,79,83,80,15,72,40,70.0
418,Mehmet Topal,28,2015,Turkey,78,71,62,,81,60,68,80,83,86,71,53,15,74,83,61.0
419,Atiba Hutchinson,31,2015,Canada,78,76,74,,73,68,73,90,82,71,78,62,13,78,79,70.0
420,이동국 李东国,35,2015,Korea Republic,78,73,68,,58,72,66,73,82,85,64,83,11+1,74,25,86.0
421,Goran Pandev,30,2015,North Macedonia,78,84,83,,78,71,73,72,72,77,73,76,14,80,39,74.0
422,Esteban Matías Cambiasso Delau,33,2015,Argentina,78,79,69,,81,71,55,69,77,77,63,68,13,82,80,74.0
423,James Philip Milner,28,2015,England,78,74,76,,83,85,71,90,68,86,65,67,12,83,67,78.0
424,Antonio Mirante,30,2015,Italy,78,27,25,,66,25,44,33,55,34,43,25,78,34,25,32.0
425,Emir Spahić,33,2015,Bosnia and Herzegovina,78,50,40,,77,54,51,53,78,57,62,42,12,68,78,45.0
426,Diego Alberto Milito,35,2015,Argentina,78,80,80,,73,60,67,55,73,74,67,83,15,72,20,86.0
427,Olcan Adın,28,2015,Turkey,78,80,82,,75,77,85,82,63,81,83,74,14,77,60,70.0
428,Egemen Korkmaz,31,2015,Turkey,78,58,46,,75,47,60,74,86,56,68,36,12,63,80,29.0
429,Ikechukwu Uche,30,2015,Nigeria,78,79,80,,67,64,87,79,79,84,86,81,14,62,25,66.0
430,Mikel Rico Moreno,29,2015,Spain,78,77,64,,85,54,69,92,78,79,68,73,14,85,84,59.0
431,Javier Fuego Martínez,30,2015,Spain,78,73,61,,83,62,69,86,77,73,66,53,14,76,82,59.0
432,Aleksandr Samedov,29,2015,Russia,78,80,75,,77,82,83,78,68,72,80,70,13,80,51,65.0
433,Vasiliy Berezutskiy,32,2015,Russia,78,48,44,,66,58,65,73,85,70,38,22,14,68,81,44.0
434,Ashley Young,28,2015,England,78,79,82,,74,80,88,69,48,76,84,72,17+1,73,29,70.0
435,André-Pierre Christian Gignac,28,2015,France,78,75,74,,78,72,71,68,77,84,72,82,16+1,74,31,78.0
436,Yuriy Zhirkov,30,2015,Russia,78,77,77,,70,82,76,81,67,72,78,62,10+1,78,72,71.0
437,Aiden John McGeady,28,2015,Republic of Ireland,78,82,88,,75,75,88,74,56,73,84,70,13+1,73,40,78.0
438,Michael Bradley,26,2015,United States,78,80,75,,80,64,69,93,78,78,69,59,16,79,70,70.0
439,Benoît Costil,26,2015,France,78,25,25,,59,25,46,25,62,31,51,25,78,34,25,25.0
440,Aaron Hunt,27,2015,Germany,78,78,78,,80,77,77,77,66,76,78,72,17,80,37,82.0
441,Salomon Armand Magloire Kalou,28,2015,Côte d'Ivoire,78,84,86,,70,72,82,77,70,79,83,79,11,75,21,85.0
442,Christian Gentner,28,2015,Germany,78,76,72,,79,72,63,88,82,82,64,73,14,80,77,65.0
443,Bafétimbi Fredius Gomis,28,2015,France,78,76,68,,75,60,68,70,81,83,73,82,15+1,70,31,82.0
444,Jesús Gámez Duarte,29,2015,Spain,78,72,62,,75,78,67,90,82,83,77,36,14,70,81,52.0
445,Jérémy Ménez,27,2015,France,78,84,84,,71,70,84,65,61,71,86,69,9+1,73,30,73.0
446,Hatem Ben Arfa,27,2015,France,78,83,87,,75,77,77,68,72,81,78,75,14,78,36,79.0
447,Rolando Jorge Pires da Fonseca,28,2015,Portugal,78,62,56,,76,43,31,59,78,59,46,35,14,66,81,44.0
448,Ben Foster,31,2015,England,78,24,25,,71,25,50,32,57,26,48,25,78,35,25,40.0
449,Andrea Consigli,27,2015,Italy,78,28,25,,71,25,48,31,51,33,34,25,78,30,25,20.0
450,John Obi Mikel,27,2015,Nigeria,78,75,69,,67,64,56,90,88,70,65,44,15+1,78,75,44.0
451,Bradley Guzan,29,2015,United States,78,27,25,,78,25,50,30,76,23,47,25,78,25,25,42.0
452,Miguel Pérez Cuesta,28,2015,Spain,78,75,70,,84,49,69,73,82,80,65,81,14,75,47,66.0
453,Nicolás Martín Pareja,30,2015,Argentina,78,61,60,,83,53,64,68,77,76,68,50,17,72,78,68.0
454,Gabriel Alejandro Paletta,28,2015,Italy,78,55,35,,77,35,57,65,91,60,61,25,13,59,82,40.0
455,Ryan Shawcross,26,2015,England,78,53,41,,72,32,54,79,88,43,69,52,15,62,80,47.0
456,Erik Lamela,22,2015,Argentina,78,82,86,,75,74,84,69,57,79,79,82,14,80,20,74.0
457,Cheik Ismaël Tioté,28,2015,Côte d'Ivoire,78,74,72,,78,63,75,91,86,73,73,46,11,77,82,51.0
458,Moussa Sow,28,2015,Senegal,78,79,78,,78,67,84,76,77,82,83,82,13+1,73,42,72.0
459,Jorge Andújar Moreno,27,2015,Spain,78,77,66,,84,79,76,79,71,69,78,61,14,74,78,70.0
460,Silvestre Manuel Gonçalves Varela,29,2015,Portugal,78,80,83,,71,75,84,64,76,83,83,76,14,71,38,77.0
461,Davide Astori,27,2015,Italy,78,57,42,,75,38,67,69,82,64,69,34,7,58,81,31.0
462,Domenico Criscito,27,2015,Italy,78,78,73,,78,76,82,86,71,71,82,55,14,73,80,49.0
463,Héctor Alfredo Moreno Herrera,26,2015,Mexico,78,66,48,,66,49,69,75,82,62,68,32,14,71,80,62.0
464,Adrián López Álvarez,26,2015,Spain,78,84,84,,82,62,88,74,70,79,76,74,15,69,25,70.0
465,Gonzalo Castro Irizábal,29,2015,Uruguay,78,82,81,,81,76,84,66,56,74,78,73,15,72,41,63.0
466,Matías Ariel Fernández Fernández,28,2015,Chile,78,85,83,,70,77,78,68,56,74,76,67,12,79,39,77.0
467,Yura Movsisyan,26,2015,Armenia,78,73,78,,72,39,78,74,74,82,84,81,12,45,20,76.0
468,André Morgan Rami Ayew,24,2015,Ghana,78,80,79,,74,79,79,86,73,74,82,72,13+1,76,61,70.0
469,Ola Toivonen,27,2015,Sweden,78,81,74,,75,66,62,78,79,82,69,76,12,75,36,70.0
470,Manuel Rolando Iturra Urrutia,30,2015,Chile,78,75,64,,76,67,74,85,66,74,68,26,15,82,84,32.0
471,Bryan Ruiz González,28,2015,Costa Rica,78,84,84,,77,72,68,73,57,75,71,75,11,80,56,70.0
472,Patrick Ebert,27,2015,Germany,78,81,80,,74,84,80,73,50,86,78,68,14,76,54,64.0
473,Dimitri Payet,27,2015,France,78,81,80,,78,72,79,68,68,80,77,78,17+1,78,51,76.0
474,Adelino André Vieira de Freitas,28,2015,Portugal,78,83,86,,80,76,85,72,59,80,77,72,15,75,35,65.0
475,Etienne Capoue,25,2015,France,78,73,73,,77,69,66,92,77,72,57,56,15,77,82,42.0
476,Jeremain Marciano Lens,26,2015,Netherlands,78,79,82,,82,75,84,74,76,79,88,75,17,74,38,66.0
477,Rodrigo José Lima dos Santos,30,2015,Brazil,78,79,77,,74,69,75,76,74,85,78,78,16,73,43,83.0
478,Georginio Gregion Emile Wijnaldum,23,2015,Netherlands,78,83,85,,79,65,80,86,68,76,85,75,13,75,59,73.0
479,Ivan Perišić,25,2015,Croatia,78,77,78,,79,79,83,77,75,83,78,78,11,77,41,73.0
480,Adil Rami,28,2015,France,78,51,49,,61,33,67,64,90,85,69,43,7,56,84,53.0
